row_id,timestamp_ns,time_s,raw_norm,w_raw,x_raw,y_raw,z_raw,w,x,y,z,split,w_ARA,x_ARA,y_ARA,z_ARA
323,1403636582453555456,1.614999808,1.0000054869534465,0.537809,-0.157544,-0.823772,-0.085744,0.5378060490832455,-0.1575431355681493,-0.8237674800261863,-0.08574352952924513,development,1.5378060490832455,0.8424568644318506,0.17623251997381373,0.9142564704707549
343,1403636582553555456,1.714999808,1.0000097984969947,0.547318,-0.156305,-0.817146,-0.091125,0.5473126371587697,-0.15630346846093404,-0.8171379932758287,-0.09112410712071023,development,1.5473126371587695,0.843696531539066,0.1828620067241713,0.9088758928792897
364,1403636582658555392,1.819999744,1.0000120340210912,0.551231,-0.157139,-0.813532,-0.098191,0.5512243665543469,-0.15713710900871597,-0.8135222100565661,-0.09818981838165465,development,1.5512243665543468,0.8428628909912841,0.1864777899434339,0.9018101816183454
384,1403636582758555392,1.919999744,1.000013150141037,0.555619,-0.160353,-0.809643,-0.100394,0.555611693627867,-0.16035089136316316,-0.8096323532203671,-0.10039267982210126,development,1.555611693627867,0.8396491086368368,0.19036764677963292,0.8996073201778987
404,1403636582858555648,2.02,1.0000012807241798,0.563976,-0.167576,-0.801697,-0.105517,0.5639752777032251,-0.16757578538163972,-0.8016959732485822,-0.10551686486199979,development,1.563975277703225,0.8324242146183602,0.19830402675141778,0.8944831351380003
424,1403636582958555392,2.119999744,1.0000023764396764,0.576796,-0.171383,-0.791038,-0.110444,0.5767946292823578,-0.17138259271960682,-0.7910361201503786,-0.11044373753712011,development,1.5767946292823578,0.8286174072803931,0.2089638798496214,0.8895562624628799
444,1403636583058555648,2.22,1.0000004770493862,0.587575,-0.170443,-0.782669,-0.114608,0.5875747196978406,-0.17044291869031025,-0.782668626628412,-0.11460794532635003,development,1.5875747196978405,0.8295570813096897,0.21733137337158803,0.88539205467365
465,1403636583163555328,2.32499968,1.0000003856124255,0.588998,-0.169249,-0.781172,-0.119194,0.5889977728751402,-0.16924893473550776,-0.7811716987704864,-0.11919395403733027,development,1.5889977728751403,0.8307510652644923,0.21882830122951358,0.8808060459626698
485,1403636583263555584,2.424999936,1.0000011412543488,0.586282,-0.167263,-0.783501,-0.120104,0.5862813309038815,-0.16726280911059171,-0.783500105827097,-0.12010386293094412,development,1.5862813309038815,0.8327371908894083,0.21649989417290305,0.8798961370690559
505,1403636583363555328,2.52499968,1.0000013338571105,0.582986,-0.1663,-0.786428,-0.118344,0.5829852223810158,-0.1662997781798584,-0.7864269510188194,-0.11834384214622468,development,1.5829852223810157,0.8337002218201416,0.21357304898118057,0.8816561578537754
525,1403636583463555584,2.624999936,1.0000035779325993,0.57913,-0.163424,-0.790449,-0.114449,0.5791279279193076,-0.163423415282035,-0.7904461718368737,-0.11444859051065706,development,1.5791279279193076,0.836576584717965,0.2095538281631263,0.885551409489343
546,1403636583568555520,2.729999872,1.0000060255743461,0.572794,-0.161292,-0.795686,-0.113083,0.5727905486079646,-0.16129102812891863,-0.79568120556374,-0.11308231861408195,development,1.5727905486079647,0.8387089718710814,0.20431879443626,0.8869176813859181
566,1403636583668555520,2.829999872,1.0000135692179382,0.561451,-0.162625,-0.803913,-0.109895,0.5614433816523945,-0.1626227933358755,-0.8039020916773171,-0.10989350883102869,development,1.5614433816523945,0.8373772066641245,0.19609790832268292,0.8901064911689713
586,1403636583768555520,2.929999872,1.0000122101324562,0.544855,-0.168788,-0.815374,-0.099163,0.5448483473295105,-0.16878593910132683,-0.8153640442970191,-0.09916178922141901,development,1.5448483473295105,0.8312140608986731,0.18463595570298086,0.900838210778581
606,1403636583868555520,3.029999872,1.0000020929868096,0.530851,-0.172278,-0.824322,-0.094947,0.5308498889381845,-0.17227763942517307,-0.8243202747085381,-0.09494680127759732,development,1.5308498889381845,0.827722360574827,0.17567972529146192,0.9050531987224026
626,1403636583968555520,3.129999872,1.0000004393584034,0.523838,-0.167102,-0.829687,-0.09639,0.5238377698474738,-0.16710192658236434,-0.8296866354702045,-0.0963899576502621,development,1.5238377698474737,0.8328980734176357,0.1703133645297955,0.9036100423497379
647,1403636584073555456,3.234999808,1.0000003579764358,0.523748,-0.161268,-0.831408,-0.091881,0.5237478125106247,-0.1612679422698768,-0.831407702375634,-0.09188096710877888,development,1.5237478125106247,0.8387320577301232,0.168592297624366,0.9081190328912211
667,1403636584173555712,3.335000064,1.000000819707164,0.524407,-0.158674,-0.831893,-0.088179,0.5244065701401776,-0.1586738699338921,-0.8318923180919072,-0.08817892771910124,development,1.5244065701401777,0.8413261300661079,0.16810768190809278,0.9118210722808988
687,1403636584273555456,3.434999808,1.0000005474293503,0.526217,-0.157627,-0.830929,-0.08836,0.5262167119335274,-0.15762691371040102,-0.8309285451253264,-0.08835995162916908,development,1.5262167119335275,0.842373086289599,0.16907145487467357,0.9116400483708309
707,1403636584373555456,3.534999808,1.0000020200054598,0.528882,-0.156415,-0.829085,-0.091871,0.5288809316576304,-0.15641468404148423,-0.8290833252471563,-0.09187081442045326,development,1.5288809316576304,0.8435853159585158,0.17091667475284367,0.9081291855795467
728,1403636584478555392,3.639999744,1.000004944503776,0.532334,-0.155174,-0.825892,-0.102244,0.5323313678855414,-0.15517323274536476,-0.8258879163940788,-0.10224349445665559,development,1.5323313678855413,0.8448267672546352,0.17411208360592123,0.8977565055433444
748,1403636584578555648,3.74,1.0000097054989017,0.542489,-0.156533,-0.818431,-0.106739,0.5424837349247065,-0.15653148078388518,-0.8184230567959212,-0.1067379640548071,development,1.5424837349247065,0.8434685192161149,0.1815769432040788,0.8932620359451929
768,1403636584678555392,3.839999744,1.0000216229597239,0.557875,-0.160248,-0.806293,-0.114153,0.5578629373521742,-0.1602445350388729,-0.8062755659359114,-0.11415053172765,development,1.5578629373521742,0.8397554649611271,0.19372443406408857,0.88584946827235
788,1403636584778555392,3.939999744,1.0000049239493773,0.573093,-0.162679,-0.793788,-0.122517,0.5730901781329741,-0.16267819898078342,-0.7937840914473172,-0.12251639673546458,development,1.5730901781329742,0.8373218010192166,0.2062159085526828,0.8774836032645354
808,1403636584878555648,4.04,1.000001654047632,0.584264,-0.164985,-0.784801,-0.124524,0.5842630336011129,-0.1649847271074028,-0.7847997019039115,-0.12452379403171335,development,1.584263033601113,0.8350152728925972,0.21520029809608854,0.8754762059682867
829,1403636584983555584,4.144999936,1.0000006538442863,0.589065,-0.169258,-0.780444,-0.123542,0.5890646148434673,-0.16925788933169614,-0.7804434897114835,-0.123541919222822,development,1.5890646148434673,0.8307421106683038,0.21955651028851653,0.876458080777178
849,1403636585083555584,4.244999936,1.0000007135582454,0.586386,-0.172888,-0.781556,-0.124229,0.5863855815797333,-0.1728878766344301,-0.7815554423146699,-0.124228911355436,development,1.5863855815797332,0.8271121233655699,0.2184445576853301,0.875771088644564
869,1403636585183555584,4.344999936,1.0000020811678343,0.581564,-0.175996,-0.784242,-0.125608,0.5815627896702285,-0.17599563372354812,-0.7842403678641721,-0.1256077385892147,development,1.5815627896702285,0.8240043662764519,0.21575963213582794,0.8743922614107853
889,1403636585283555584,4.444999936,1.0000047485752255,0.574932,-0.176434,-0.788048,-0.131583,0.5749292699051125,-0.17643316219385707,-0.7880442579125603,-0.13158237517119314,development,1.5749292699051125,0.8235668378061429,0.21195574208743972,0.8684176248288069
910,1403636585388555520,4.549999872,1.000007000821494,0.568229,-0.173251,-0.792621,-0.137353,0.5682250219580528,-0.17324978710916655,-0.7926154510407138,-0.13735203842289714,development,1.5682250219580527,0.8267502128908335,0.20738454895928615,0.8626479615771029
930,1403636585488555520,4.649999872,1.0000104307635995,0.561232,-0.168716,-0.799084,-0.13431,0.5612261459827453,-0.1687142401816448,-0.79907566503064,-0.13430859905875384,development,1.5612261459827455,0.8312857598183552,0.20092433496936002,0.8656914009412462
950,1403636585588555520,4.749999872,1.0000050552027224,0.553546,-0.162155,-0.807213,-0.125339,0.5535432017268996,-0.1621541802777464,-0.8072089193952731,-0.125338366389149,development,1.5535432017268995,0.8378458197222536,0.19279108060472694,0.874661633610851
970,1403636585688555520,4.849999872,1.0000005939828236,0.545229,-0.159356,-0.815585,-0.110242,0.5452286761435314,-0.1593559053453294,-0.8155845155568066,-0.11024193451818447,development,1.5452286761435314,0.8406440946546706,0.18441548444319344,0.8897580654818156
990,1403636585788555264,4.949999616,1.0000010886919075,0.534792,-0.160632,-0.823909,-0.096804,0.5347914177769113,-0.1606318251214319,-0.8239081030179157,-0.09680389461038333,development,1.5347914177769113,0.8393681748785681,0.17609189698208427,0.9031961053896167
1011,1403636585893555456,5.054999808,1.000000854329135,0.521065,-0.164063,-0.833432,-0.083471,0.5210645548393696,-0.16406285983631885,-0.8334312879753686,-0.08347092868835371,development,1.5210645548393695,0.8359371401636811,0.16656871202463142,0.9165290713116463
1031,1403636585993555456,5.154999808,1.0000006888892627,0.503217,-0.170741,-0.843515,-0.078128,0.5032166533394508,-0.17074088237843943,-0.8435144189119739,-0.07812794617849676,development,1.5032166533394506,0.8292591176215606,0.15648558108802613,0.9218720538215033
1051,1403636586093555456,5.254999808,1.0000014047880132,0.480854,-0.18173,-0.853709,-0.083291,0.4808533245030136,-0.181729744708233,-0.8537078007215148,-0.08329088299396596,development,1.4808533245030135,0.818270255291767,0.14629219927848525,0.9167091170060341
1071,1403636586193555712,5.355000064,1.000000844952643,0.463397,-0.192235,-0.860836,-0.085276,0.46339660845181097,-0.19223483757066592,-0.8608352726349613,-0.0852759279458793,development,1.463396608451811,0.807765162429334,0.1391647273650387,0.9147240720541207
1092,1403636586298555648,5.46,1.0000064413092546,0.445961,-0.198247,-0.869047,-0.081161,0.4459581274457865,-0.1982457230379895,-0.8690414022355731,-0.08116047722026697,development,1.4459581274457864,0.8017542769620105,0.13095859776442687,0.918839522779733
1112,1403636586398555392,5.559999744,1.00000146286943,0.427997,-0.204774,-0.876984,-0.07608,0.4279963738971885,-0.20477370044281357,-0.8769827170887925,-0.07607988870505657,development,1.4279963738971886,0.7952262995571864,0.1230172829112075,0.9239201112949434
1132,1403636586498555392,5.659999744,1.000000989032011,0.411086,-0.206692,-0.884878,-0.072661,0.41108559342318884,-0.20669179557519776,-0.8848771248281978,-0.07266092813601613,development,1.4110855934231887,0.7933082044248022,0.1151228751718022,0.9273390718639839
1152,1403636586598555648,5.76,1.000000460319394,0.400462,-0.204871,-0.890415,-0.069427,0.4004618156596597,-0.20487090569394886,-0.8904145901248954,-0.06942696804142015,development,1.4004618156596598,0.7951290943060512,0.10958540987510457,0.9305730319585799
1172,1403636586698555392,5.859999744,1.0000003721849309,0.400779,-0.205101,-0.890312,-0.068228,0.4007788508361511,-0.2051009236645269,-0.8903116686394131,-0.06822797460657598,development,1.4007788508361512,0.7948990763354731,0.10968833136058687,0.9317720253934241
1193,1403636586803555584,5.964999936,1.0000013965580248,0.409131,-0.203232,-0.887167,-0.065162,0.40913042862561677,-0.20323171617511587,-0.8871657610215372,-0.06516190899761308,development,1.4091304286256168,0.7967682838248842,0.11283423897846279,0.9348380910023869
1213,1403636586903555328,6.06499968,1.00000014103649,0.415532,-0.19917,-0.885057,-0.06587,0.4155319413948335,-0.19916997190976626,-0.8850568751746848,-0.0658699907099277,development,1.4155319413948335,0.8008300280902337,0.11494312482531521,0.9341300092900723
1233,1403636587003555584,6.164999936,1.00000056541734,0.419303,-0.193,-0.884701,-0.065125,0.4193027629189471,-0.19299989087451508,-0.8847004997749967,-0.06512496317721655,development,1.4193027629189472,0.8070001091254849,0.11529950022500335,0.9348750368227834
1253,1403636587103555328,6.26499968,1.0000003274029465,0.417224,-0.188875,-0.886638,-0.064219,0.41722386339967776,-0.1888749381617887,-0.8866377097122013,-0.06421897897451706,development,1.4172238633996779,0.8111250618382113,0.11336229028779865,0.9357810210254829
1274,1403636587208555520,6.369999872,0.9999997728724742,0.413394,-0.18664,-0.888947,-0.06359,0.4133940938931777,-0.18664004239109105,-0.8889472019043786,-0.06359001444304264,development,1.4133940938931777,0.813359957608909,0.11105279809562141,0.9364099855569573
1294,1403636587308555520,6.469999872,1.0000004054009177,0.411916,-0.188565,-0.889261,-0.06312,0.4119158330089433,-0.18856492355560694,-0.8892606394929207,-0.06311997441110444,development,1.4119158330089432,0.811435076444393,0.11073936050707933,0.9368800255888956
1314,1403636587408555520,6.569999872,1.0000000284109996,0.410272,-0.19171,-0.889317,-0.063557,0.4102719883437628,-0.19170999455332743,-0.8893169747336158,-0.06355699819428215,development,1.4102719883437627,0.8082900054466726,0.11068302526638418,0.9364430018057178
1334,1403636587508555520,6.669999872,0.9999999389769981,0.408373,-0.196228,-0.8893,-0.062221,0.4083730249201479,-0.19622801197442236,-0.8893000542677588,-0.06222100379691243,development,1.4083730249201478,0.8037719880255776,0.11069994573224118,0.9377789962030876
1354,1403636587608555520,6.769999872,1.0000007895886884,0.407936,-0.20076,-0.888491,-0.062201,0.40793567789860313,-0.20075984148230006,-0.8884902984581106,-0.06220095088683277,development,1.4079356778986032,0.7992401585176999,0.11150970154188944,0.9377990491131672
1375,1403636587713555456,6.874999808,1.0000004440489012,0.412624,-0.206775,-0.884744,-0.064919,0.41262381677484755,-0.20677490818182923,-0.8847436071305734,-0.06491897117280218,development,1.4126238167748475,0.7932250918181708,0.11525639286942657,0.9350810288271978
1395,1403636587813555456,6.974999808,1.0000020799798368,0.417831,-0.214021,-0.880261,-0.068971,0.4178301309217525,-0.21402055484156127,-0.8802591690786771,-0.06897085654200907,development,1.4178301309217525,0.7859794451584388,0.11974083092132293,0.9310291434579909
1415,1403636587913555456,7.074999808,1.0000005581088443,0.416768,-0.220537,-0.878883,-0.072344,0.416767767398223,-0.22053687691641852,-0.8788825094878984,-0.0723439596241963,development,1.416767767398223,0.7794631230835815,0.12111749051210163,0.9276560403758037
1435,1403636588013555456,7.174999808,1.0000019501315984,0.407011,-0.227456,-0.881209,-0.077977,0.4070102062765359,-0.22745555643173215,-0.8812072815298355,-0.07797684793488491,development,1.407010206276536,0.7725444435682678,0.11879271847016448,0.9220231520651151
1456,1403636588118555648,7.28,1.0000004086084167,0.398831,-0.233548,-0.883284,-0.078736,0.3988308370343632,-0.2335479045703605,-0.8832836390828708,-0.07873596782782086,development,1.3988308370343632,0.7664520954296394,0.11671636091712922,0.9212640321721791
1476,1403636588218555392,7.379999744,1.0000001440074897,0.397009,-0.23321,-0.884197,-0.078695,0.39700894282773874,-0.23320996641601816,-0.884196872669028,-0.07869498866733222,development,1.3970089428277388,0.7667900335839819,0.11580312733097198,0.9213050113326677
1496,1403636588318555648,7.48,1.0000001318799914,0.400062,-0.232926,-0.883074,-0.076658,0.40006194723983385,-0.23292596928172518,-0.8830738835402239,-0.07665798989034496,development,1.400061947239834,0.7670740307182748,0.11692611645977613,0.923342010109655
1516,1403636588418555392,7.579999744,1.0000001579344875,0.403721,-0.23291,-0.881598,-0.074482,0.40372093623854083,-0.23290996321548432,-0.8815978607652937,-0.07448198823672536,development,1.4037209362385408,0.7670900367845157,0.11840213923470633,0.9255180117632746
1536,1403636588518555392,7.679999744,0.9999998384184869,0.403223,-0.233624,-0.881486,-0.076244,0.40322306515339296,-0.2336240377493255,-0.8814861424318646,-0.07624401231962288,development,1.403223065153393,0.7663759622506745,0.11851385756813537,0.9237559876803771
1557,1403636588623555328,7.78499968,1.0000003391304426,0.403634,-0.233575,-0.881224,-0.077248,0.40363386311546934,-0.23357492078763373,-0.8812237011502162,-0.07724797380286046,development,1.4036338631154694,0.7664250792123662,0.1187762988497838,0.9227520261971396
1577,1403636588723555584,7.884999936,1.000000643614293,0.403874,-0.231752,-0.88182,-0.074643,0.40387374006108834,-0.2317518508411964,-0.8818194324484095,-0.07464295195872925,development,1.4038737400610883,0.7682481491588036,0.11818056755159045,0.9253570480412707
1597,1403636588823555584,7.984999936,1.000000720022241,0.401843,-0.227792,-0.884024,-0.071666,0.401842710664311,-0.22779183598481179,-0.8840233634835168,-0.07166594839892323,development,1.401842710664311,0.7722081640151882,0.11597663651648316,0.9283340516010767
1617,1403636588923555584,8.084999936,1.0000004925068786,0.402325,-0.224762,-0.884899,-0.067612,0.40232480185226766,-0.22476188930322347,-0.8848985641813703,-0.06761196670064133,development,1.4023248018522676,0.7752381106967765,0.11510143581862975,0.9323880332993587
1638,1403636589028555520,8.189999872,1.0000016222101842,0.406146,-0.219243,-0.884777,-0.064427,0.4061453411468913,-0.21924264434234952,-0.8847755647080683,-0.064426895486034,development,1.4061453411468914,0.7807573556576505,0.11522443529193171,0.935573104513966
1658,1403636589128555520,8.289999872,1.000001101060894,0.411784,-0.212815,-0.883889,-0.062339,0.41178354660124,-0.21281476567798385,-0.8838880267854591,-0.0623389313610405,development,1.41178354660124,0.7871852343220161,0.11611197321454092,0.9376610686389595
1678,1403636589228555520,8.389999872,1.0000002316664731,0.415167,-0.208652,-0.883428,-0.060466,0.41516690381974763,-0.20865195166233824,-0.8834277953393984,-0.06046598599205828,development,1.4151669038197476,0.7913480483376618,0.11657220466060159,0.9395340140079417
1698,1403636589328555520,8.489999872,1.000001242515228,0.413684,-0.20329,-0.885526,-0.05818,0.4136834859919691,-0.20328974740939315,-0.8855248997218274,-0.05817992771055386,development,1.4136834859919691,0.7967102525906069,0.11447510027817265,0.9418200722894461
1718,1403636589428555520,8.589999872,1.0000008324411536,0.4106,-0.197983,-0.888305,-0.055913,0.41059965819994687,-0.1979828351909403,-0.8883042605389766,-0.055912953455756524,development,1.410599658199947,0.8020171648090597,0.1116957394610234,0.9440870465442435
1739,1403636589533555456,8.694999808,1.0000000219629996,0.412073,-0.194671,-0.88841,-0.055016,0.41207299094964106,-0.194670995724441,-0.8884099804878519,-0.05501599879168364,development,1.412072990949641,0.805329004275559,0.11159001951214809,0.9449840012083164
1759,1403636589633555456,8.794999808,0.9999998911469941,0.414764,-0.191266,-0.887949,-0.054171,0.4147640451483131,-0.19126602081988128,-0.8879490966559282,-0.054171005896676824,development,1.414764045148313,0.8087339791801187,0.11205090334407175,0.9458289941033232
1779,1403636589733555456,8.894999808,1.0000007743427002,0.416483,-0.18788,-0.887969,-0.052494,0.41648267749967893,-0.18787985451660613,-0.8879683124082193,-0.05249395935168577,development,1.4164826774996788,0.8121201454833938,0.11203168759178073,0.9475060406483142
1799,1403636589833555456,8.994999808,1.0000002345899726,0.414271,-0.182829,-0.890397,-0.046333,0.41427090281620027,-0.18282895711015995,-0.8903967911218412,-0.04633298913074535,development,1.4142709028162002,0.81717104288984,0.10960320887815878,0.9536670108692546
1820,1403636589938555392,9.099999744,1.0000000818429966,0.40959,-0.177225,-0.894044,-0.038895,0.4095899664779298,-0.1772249854953761,-0.8940439268287659,-0.038894996816716904,development,1.4095899664779297,0.8227750145046239,0.10595607317123412,0.9611050031832831
1840,1403636590038555392,9.199999744,1.0000007020007537,0.411636,-0.172367,-0.894329,-0.031976,0.4116357110314206,-0.172366878998321,-0.8943283721808086,-0.03197597755283965,development,1.4116357110314206,0.827633121001679,0.10567162781919137,0.9680240224471603
1860,1403636590138555648,9.3,0.9999998768409925,0.418732,-0.168117,-0.89196,-0.028413,0.4187320515706239,-0.1681170207051254,-0.8919601098529218,-0.028413003499317312,development,1.4187320515706239,0.8318829792948745,0.10803989014707815,0.9715869965006827
1880,1403636590238555392,9.399999744,0.9999999704844995,0.422935,-0.165514,-0.890492,-0.027478,0.4229350124831386,-0.1655140048852287,-0.8904920262833178,-0.027478000811026946,development,1.4229350124831386,0.8344859951147713,0.1095079737166822,0.9725219991889731
1900,1403636590338555648,9.5,0.9999998757444923,0.421286,-0.16504,-0.891278,-0.030053,0.4212860523471123,-0.1650400205071315,-0.8912781107462141,-0.030053003734251234,development,1.4212860523471122,0.8349599794928685,0.1087218892537859,0.9699469962657488
1921,1403636590443555584,9.604999936,1.0000005819273305,0.419179,-0.168017,-0.891527,-0.035214,0.4191787560684255,-0.1680169022263726,-0.8915264811963747,-0.03521397950802291,development,1.4191787560684255,0.8319830977736273,0.10847351880362532,0.9647860204919771
1941,1403636590543555584,9.704999936,0.9999998726689919,0.420137,-0.171007,-0.890194,-0.042378,0.4201370534964745,-0.17100702177449645,-0.8901941133493139,-0.042378005396034146,development,1.4201370534964746,0.8289929782255036,0.10980588665068614,0.9576219946039659
1961,1403636590643555328,9.80499968,0.9999999906970001,0.421673,-0.174015,-0.888576,-0.048408,0.4216730039228239,-0.17401500161886155,-0.8885760082664226,-0.048408000450339626,development,1.421673003922824,0.8259849983811385,0.11142399173357742,0.9515919995496603
1981,1403636590743555584,9.904999936,1.0000005337708575,0.420053,-0.178701,-0.888164,-0.052794,0.42005277578806965,-0.1787009046146649,-0.8881635259241931,-0.052793971820116394,development,1.4200527757880697,0.8212990953853351,0.11183647407580688,0.9472060281798836
2002,1403636590848555520,10.009999872,1.0000000254389998,0.414965,-0.184116,-0.889511,-0.051726,0.4149649894437057,-0.18411599531627323,-0.8895109773717305,-0.05172599868414233,development,1.4149649894437057,0.8158840046837268,0.11048902262826954,0.9482740013158577
2022,1403636590948555520,10.109999872,0.9999994958603728,0.41052,-0.188049,-0.890722,-0.052194,0.4105202069595041,-0.18804909480300053,-0.8907224490484834,-0.052194026313076965,development,1.4105202069595042,0.8119509051969995,0.10927755095151659,0.947805973686923
2042,1403636591048555520,10.209999872,1.0000004334174062,0.410812,-0.188915,-0.890429,-0.051785,0.4108118219470057,-0.1889149181209862,-0.8904286140727398,-0.051784977555489345,development,1.4108118219470058,0.8110850818790138,0.10957138592726023,0.9482150224445106
2062,1403636591148555520,10.309999872,1.0000003332959444,0.411952,-0.189892,-0.8898,-0.049932,0.41195186269811485,-0.18989193670978763,-0.8897997034333676,-0.049931983357872446,development,1.411951862698115,0.8101080632902123,0.11020029656663244,0.9500680166421276
2082,1403636591248555520,10.409999872,0.9999998417209874,0.410378,-0.192634,-0.889961,-0.049509,0.4103780649542349,-0.19263403048992414,-0.8899611408621706,-0.04950900783623687,development,1.410378064954235,0.8073659695100759,0.1100388591378294,0.9504909921637631
2103,1403636591353555456,10.514999808,1.0000004755553868,0.407123,-0.196474,-0.890509,-0.051415,0.4071228063905563,-0.19647390656577537,-0.8905085765138494,-0.051414975549331415,development,1.4071228063905563,0.8035260934342247,0.1094914234861506,0.9485850244506686
2123,1403636591453555456,10.614999808,1.00000046882289,0.405957,-0.200862,-0.889992,-0.052617,0.4059568096781553,-0.2008619058313408,-0.8899915827515741,-0.052616975331957555,development,1.4059568096781554,0.7991380941686592,0.11000841724842592,0.9473830246680425
2143,1403636591553555456,10.714999808,1.0000010657294323,0.408191,-0.205333,-0.887553,-0.058909,0.40819056497930095,-0.2053327811708117,-0.8875520541096533,-0.05890893721901178,development,1.408190564979301,0.7946672188291883,0.11244794589034668,0.9410910627809882
2163,1403636591653555456,10.814999808,1.0000028687548852,0.418925,-0.214192,-0.87941,-0.072577,0.41892379821030734,-0.21419138553741637,-0.8794074771955037,-0.07257679179497399,development,1.4189237982103073,0.7858086144625837,0.12059252280449628,0.927423208205026
2184,1403636591758555392,10.919999744,1.0000036858447072,0.43619,-0.217779,-0.868779,-0.086839,0.436188392277323,-0.21777819730338413,-0.8687757978273238,-0.08683867992611122,development,1.436188392277323,0.7822218026966159,0.13122420217267616,0.9131613200738888
2204,1403636591858555648,11.02,1.000002689302884,0.451698,-0.222342,-0.858318,-0.099139,0.45169678525053275,-0.22234140205662625,-0.8583156917291349,-0.0991387333859184,development,1.4516967852505327,0.7776585979433738,0.1416843082708651,0.9008612666140816
2224,1403636591958555392,11.119999744,1.0000004615808935,0.456367,-0.230427,-0.853012,-0.1049,0.4563667893498096,-0.23042689363934854,-0.8530116062661406,-0.10489995158018661,development,1.4563667893498096,0.7695731063606515,0.1469883937338594,0.8951000484198134
