shift_native_ns,valid,ridge_error,as_good_as_real
480,False,nan,False
481,False,nan,False
482,False,nan,False
483,False,nan,False
484,False,nan,False
485,False,nan,False
486,False,nan,False
487,False,nan,False
488,False,nan,False
489,False,nan,False
490,False,nan,False
491,False,nan,False
492,False,nan,False
493,False,nan,False
494,False,nan,False
495,False,nan,False
496,False,nan,False
497,False,nan,False
498,False,nan,False
499,False,nan,False
500,False,nan,False
501,False,nan,False
502,False,nan,False
503,False,nan,False
504,False,nan,False
505,False,nan,False
506,False,nan,False
507,False,nan,False
508,False,nan,False
509,False,nan,False
510,False,nan,False
511,False,nan,False
512,False,nan,False
513,False,nan,False
514,False,nan,False
515,False,nan,False
516,False,nan,False
517,False,nan,False
518,False,nan,False
519,False,nan,False
520,False,nan,False
521,False,nan,False
522,False,nan,False
523,False,nan,False
524,False,nan,False
525,False,nan,False
526,False,nan,False
527,False,nan,False
528,False,nan,False
529,False,nan,False
530,False,nan,False
531,False,nan,False
532,False,nan,False
533,False,nan,False
534,False,nan,False
535,False,nan,False
536,False,nan,False
537,False,nan,False
538,False,nan,False
539,False,nan,False
540,False,nan,False
541,False,nan,False
542,False,nan,False
543,False,nan,False
544,False,nan,False
545,False,nan,False
546,False,nan,False
547,False,nan,False
548,False,nan,False
549,False,nan,False
550,False,nan,False
551,False,nan,False
552,False,nan,False
553,False,nan,False
554,False,nan,False
555,False,nan,False
556,False,nan,False
557,False,nan,False
558,False,nan,False
559,False,nan,False
560,False,nan,False
561,False,nan,False
562,False,nan,False
563,False,nan,False
564,False,nan,False
565,False,nan,False
566,False,nan,False
567,False,nan,False
568,False,nan,False
569,False,nan,False
570,False,nan,False
571,False,nan,False
572,False,nan,False
573,False,nan,False
574,False,nan,False
575,False,nan,False
576,False,nan,False
577,False,nan,False
578,False,nan,False
579,False,nan,False
580,False,nan,False
581,False,nan,False
582,False,nan,False
583,False,nan,False
584,False,nan,False
585,False,nan,False
586,False,nan,False
587,False,nan,False
588,False,nan,False
589,False,nan,False
590,False,nan,False
591,False,nan,False
592,False,nan,False
593,False,nan,False
594,False,nan,False
595,False,nan,False
596,False,nan,False
597,False,nan,False
598,False,nan,False
599,False,nan,False
600,False,nan,False
601,False,nan,False
602,False,nan,False
603,False,nan,False
604,False,nan,False
605,False,nan,False
606,False,nan,False
607,False,nan,False
608,False,nan,False
609,False,nan,False
610,False,nan,False
611,False,nan,False
612,False,nan,False
613,False,nan,False
614,False,nan,False
615,False,nan,False
616,False,nan,False
617,False,nan,False
618,False,nan,False
619,False,nan,False
620,False,nan,False
621,False,nan,False
622,False,nan,False
623,False,nan,False
624,False,nan,False
625,False,nan,False
626,False,nan,False
627,False,nan,False
628,False,nan,False
629,False,nan,False
630,False,nan,False
631,False,nan,False
632,False,nan,False
633,False,nan,False
634,False,nan,False
635,False,nan,False
636,False,nan,False
637,False,nan,False
638,False,nan,False
639,False,nan,False
640,False,nan,False
641,False,nan,False
642,False,nan,False
643,False,nan,False
644,False,nan,False
645,False,nan,False
646,False,nan,False
647,False,nan,False
648,False,nan,False
649,False,nan,False
650,False,nan,False
651,False,nan,False
652,False,nan,False
653,False,nan,False
654,False,nan,False
655,False,nan,False
656,False,nan,False
657,False,nan,False
658,False,nan,False
659,False,nan,False
660,False,nan,False
661,False,nan,False
662,False,nan,False
663,False,nan,False
664,False,nan,False
665,False,nan,False
666,False,nan,False
667,False,nan,False
668,False,nan,False
669,False,nan,False
670,False,nan,False
671,False,nan,False
672,False,nan,False
673,False,nan,False
674,False,nan,False
675,False,nan,False
676,False,nan,False
677,False,nan,False
678,False,nan,False
679,False,nan,False
680,False,nan,False
681,False,nan,False
682,False,nan,False
683,False,nan,False
684,False,nan,False
685,False,nan,False
686,False,nan,False
687,False,nan,False
688,False,nan,False
689,False,nan,False
690,False,nan,False
691,False,nan,False
692,False,nan,False
693,False,nan,False
694,False,nan,False
695,False,nan,False
696,False,nan,False
697,False,nan,False
698,False,nan,False
699,False,nan,False
700,False,nan,False
701,False,nan,False
702,False,nan,False
703,False,nan,False
704,False,nan,False
705,False,nan,False
706,False,nan,False
707,False,nan,False
708,False,nan,False
709,False,nan,False
710,False,nan,False
711,False,nan,False
712,False,nan,False
713,False,nan,False
714,False,nan,False
715,False,nan,False
716,False,nan,False
717,False,nan,False
718,False,nan,False
719,False,nan,False
720,False,nan,False
721,False,nan,False
722,False,nan,False
723,False,nan,False
724,False,nan,False
725,False,nan,False
726,False,nan,False
727,False,nan,False
728,False,nan,False
729,False,nan,False
730,False,nan,False
731,False,nan,False
732,False,nan,False
733,False,nan,False
734,False,nan,False
735,False,nan,False
736,False,nan,False
737,False,nan,False
738,False,nan,False
739,False,nan,False
740,False,nan,False
741,False,nan,False
742,False,nan,False
743,False,nan,False
744,False,nan,False
745,False,nan,False
746,False,nan,False
747,False,nan,False
748,False,nan,False
749,False,nan,False
750,False,nan,False
751,False,nan,False
752,False,nan,False
753,False,nan,False
754,False,nan,False
755,False,nan,False
756,False,nan,False
757,False,nan,False
758,False,nan,False
759,False,nan,False
760,False,nan,False
761,False,nan,False
762,False,nan,False
763,False,nan,False
764,False,nan,False
765,False,nan,False
766,False,nan,False
767,False,nan,False
768,False,nan,False
769,False,nan,False
770,False,nan,False
771,False,nan,False
772,False,nan,False
773,False,nan,False
774,False,nan,False
775,False,nan,False
776,False,nan,False
777,False,nan,False
778,False,nan,False
779,False,nan,False
780,False,nan,False
781,False,nan,False
782,False,nan,False
783,False,nan,False
784,False,nan,False
785,False,nan,False
786,False,nan,False
787,False,nan,False
788,False,nan,False
789,False,nan,False
790,False,nan,False
791,False,nan,False
792,False,nan,False
793,False,nan,False
794,False,nan,False
795,False,nan,False
796,False,nan,False
797,False,nan,False
798,False,nan,False
799,False,nan,False
800,False,nan,False
801,False,nan,False
802,False,nan,False
803,False,nan,False
804,False,nan,False
805,False,nan,False
806,False,nan,False
807,False,nan,False
808,False,nan,False
809,False,nan,False
810,False,nan,False
811,False,nan,False
812,False,nan,False
813,False,nan,False
814,False,nan,False
815,False,nan,False
816,False,nan,False
817,False,nan,False
818,False,nan,False
819,False,nan,False
820,False,nan,False
821,False,nan,False
822,False,nan,False
823,False,nan,False
824,False,nan,False
825,False,nan,False
826,False,nan,False
827,False,nan,False
828,False,nan,False
829,False,nan,False
830,False,nan,False
831,False,nan,False
832,False,nan,False
833,False,nan,False
834,False,nan,False
835,False,nan,False
836,False,nan,False
837,False,nan,False
838,False,nan,False
839,False,nan,False
840,False,nan,False
841,False,nan,False
842,False,nan,False
843,False,nan,False
844,False,nan,False
845,False,nan,False
846,False,nan,False
847,False,nan,False
848,False,nan,False
849,False,nan,False
850,False,nan,False
851,False,nan,False
852,False,nan,False
853,False,nan,False
854,False,nan,False
855,False,nan,False
856,False,nan,False
857,False,nan,False
858,False,nan,False
859,False,nan,False
860,False,nan,False
861,False,nan,False
862,False,nan,False
863,False,nan,False
864,False,nan,False
865,False,nan,False
866,False,nan,False
867,False,nan,False
868,False,nan,False
869,False,nan,False
870,False,nan,False
871,False,nan,False
872,False,nan,False
873,False,nan,False
874,False,nan,False
875,False,nan,False
876,False,nan,False
877,False,nan,False
878,False,nan,False
879,False,nan,False
880,False,nan,False
881,False,nan,False
882,False,nan,False
883,False,nan,False
884,False,nan,False
885,False,nan,False
886,False,nan,False
887,False,nan,False
888,False,nan,False
889,False,nan,False
890,False,nan,False
891,False,nan,False
892,False,nan,False
893,False,nan,False
894,False,nan,False
895,False,nan,False
896,False,nan,False
897,False,nan,False
898,False,nan,False
899,False,nan,False
900,False,nan,False
901,False,nan,False
902,False,nan,False
903,False,nan,False
904,False,nan,False
905,False,nan,False
906,False,nan,False
907,False,nan,False
908,False,nan,False
909,False,nan,False
910,False,nan,False
911,False,nan,False
912,False,nan,False
913,False,nan,False
914,False,nan,False
915,False,nan,False
916,False,nan,False
917,False,nan,False
918,False,nan,False
919,False,nan,False
920,False,nan,False
921,False,nan,False
922,False,nan,False
923,False,nan,False
924,False,nan,False
925,False,nan,False
926,False,nan,False
927,False,nan,False
928,False,nan,False
929,False,nan,False
930,False,nan,False
931,False,nan,False
932,False,nan,False
933,False,nan,False
934,False,nan,False
935,False,nan,False
936,False,nan,False
937,False,nan,False
938,False,nan,False
939,False,nan,False
940,False,nan,False
941,False,nan,False
942,False,nan,False
943,False,nan,False
944,False,nan,False
945,False,nan,False
946,False,nan,False
947,False,nan,False
948,False,nan,False
949,False,nan,False
950,False,nan,False
951,False,nan,False
952,False,nan,False
953,False,nan,False
954,False,nan,False
955,False,nan,False
956,False,nan,False
957,False,nan,False
958,False,nan,False
959,False,nan,False
960,False,nan,False
961,False,nan,False
962,False,nan,False
963,False,nan,False
964,False,nan,False
965,False,nan,False
966,False,nan,False
967,False,nan,False
968,False,nan,False
969,False,nan,False
970,False,nan,False
971,False,nan,False
972,False,nan,False
973,False,nan,False
974,False,nan,False
975,False,nan,False
976,False,nan,False
977,False,nan,False
978,False,nan,False
979,False,nan,False
980,False,nan,False
981,False,nan,False
982,False,nan,False
983,False,nan,False
984,False,nan,False
985,False,nan,False
986,False,nan,False
987,False,nan,False
988,False,nan,False
989,False,nan,False
990,False,nan,False
991,False,nan,False
992,False,nan,False
993,False,nan,False
994,False,nan,False
995,False,nan,False
996,False,nan,False
997,False,nan,False
998,False,nan,False
999,False,nan,False
1000,False,nan,False
1001,False,nan,False
1002,False,nan,False
1003,False,nan,False
1004,False,nan,False
1005,False,nan,False
1006,False,nan,False
1007,False,nan,False
1008,False,nan,False
1009,False,nan,False
1010,False,nan,False
1011,False,nan,False
1012,False,nan,False
1013,False,nan,False
1014,False,nan,False
1015,False,nan,False
1016,False,nan,False
1017,False,nan,False
1018,False,nan,False
1019,False,nan,False
1020,False,nan,False
1021,False,nan,False
1022,False,nan,False
1023,False,nan,False
1024,False,nan,False
1025,False,nan,False
1026,False,nan,False
1027,False,nan,False
1028,False,nan,False
1029,False,nan,False
1030,False,nan,False
1031,False,nan,False
1032,False,nan,False
1033,False,nan,False
1034,False,nan,False
1035,False,nan,False
1036,False,nan,False
1037,False,nan,False
1038,False,nan,False
1039,False,nan,False
1040,False,nan,False
1041,False,nan,False
1042,False,nan,False
1043,False,nan,False
1044,False,nan,False
1045,False,nan,False
1046,False,nan,False
1047,False,nan,False
1048,False,nan,False
1049,False,nan,False
1050,False,nan,False
1051,False,nan,False
1052,False,nan,False
1053,False,nan,False
1054,False,nan,False
1055,False,nan,False
1056,False,nan,False
1057,False,nan,False
1058,False,nan,False
1059,False,nan,False
1060,False,nan,False
1061,False,nan,False
1062,False,nan,False
1063,False,nan,False
1064,False,nan,False
1065,False,nan,False
1066,False,nan,False
1067,False,nan,False
1068,False,nan,False
1069,False,nan,False
1070,False,nan,False
1071,False,nan,False
1072,False,nan,False
1073,False,nan,False
1074,False,nan,False
1075,False,nan,False
1076,False,nan,False
1077,False,nan,False
1078,False,nan,False
1079,False,nan,False
1080,False,nan,False
1081,False,nan,False
1082,False,nan,False
1083,False,nan,False
1084,False,nan,False
1085,False,nan,False
1086,False,nan,False
1087,False,nan,False
1088,False,nan,False
1089,False,nan,False
1090,False,nan,False
1091,False,nan,False
1092,False,nan,False
1093,False,nan,False
1094,False,nan,False
1095,False,nan,False
1096,False,nan,False
1097,False,nan,False
1098,False,nan,False
1099,False,nan,False
1100,True,0.7016926296075451,False
1101,True,0.7007084336976424,False
1102,True,0.6996838477738275,False
1103,True,0.6986229701641252,False
1104,True,0.6975141227388096,False
1105,True,0.6963737020027096,False
1106,True,0.6951891653054029,False
1107,True,0.6939914531395048,False
1108,True,0.6927567677990357,False
1109,True,0.6915139400335111,False
1110,True,0.6902280394501099,False
1111,True,0.6889258639698976,False
1112,True,0.6875594965004308,False
1113,True,0.6861727215388094,False
1114,True,0.684728756796943,False
1115,True,0.683271283143139,False
1116,True,0.6817530086207819,False
1117,True,0.6802193700842689,False
1118,True,0.6786340611771979,False
1119,True,0.6770320498992364,False
1120,True,0.6753763861635633,False
1121,True,0.6736942363134181,False
1122,True,0.6719621387377617,False
1123,True,0.6701944056919182,False
1124,True,0.6683681539859494,False
1125,True,0.6664921105978916,False
1126,True,0.6645631819898148,False
1127,True,0.6625772369946386,False
1128,True,0.6605431730218179,False
1129,True,0.6584481590389795,False
1130,True,0.6563153035584626,False
1131,True,0.6541118509237998,False
1132,True,0.6518751113626902,False
1133,True,0.6495572515868564,False
1134,True,0.6471974973917907,False
1135,True,0.6447474660840546,False
1136,True,0.6422466768816292,False
1137,True,0.639664944047889,False
1138,True,0.6370279310982633,False
1139,True,0.6343261093100214,False
1140,True,0.6315663872950092,False
1141,True,0.6287482201149418,False
1142,True,0.6258598509780482,False
1143,True,0.6229245599731128,False
1144,True,0.619905979051417,False
1145,True,0.6168336686544438,False
1146,True,0.6136561419310104,False
1147,True,0.6104121486538848,False
1148,True,0.6070718145495099,False
1149,True,0.6036513100966225,False
1150,True,0.6001361861688113,False
1151,True,0.5965326270327318,False
1152,True,0.5928461636159197,False
1153,True,0.5890655304922904,False
1154,True,0.5852152178246929,False
1155,True,0.5812667524651149,False
1156,True,0.5772468150914709,False
1157,True,0.5731251185318266,False
1158,True,0.5689302226534734,False
1159,True,0.5646465616125361,False
1160,True,0.5602787275823053,False
1161,True,0.5558190271482752,False
1162,True,0.5512652980194801,False
1163,True,0.5466233097459099,False
1164,True,0.5418734669704812,False
1165,True,0.5370296486731052,False
1166,True,0.5320712872286795,False
1167,True,0.5269996837598631,False
1168,True,0.5217978765988011,False
1169,True,0.5164722028098845,False
1170,True,0.5110165609589685,False
1171,True,0.5054264425583901,False
1172,True,0.49969718957740106,False
1173,True,0.49383602216141853,False
1174,True,0.4878299326732145,False
1175,True,0.48168774429953376,False
1176,True,0.47539350192530627,False
1177,True,0.4689761299552746,False
1178,True,0.4624119999419667,False
1179,True,0.4557279547962133,False
1180,True,0.4489184177362252,False
1181,True,0.44200110185642283,False
1182,True,0.43500284278009416,False
1183,True,0.42791142991041786,False
1184,True,0.42072474485627454,False
1185,True,0.4134082534365525,False
1186,True,0.40600944245483406,False
1187,True,0.3984615021890383,False
1188,True,0.39086320897004423,False
1189,True,0.38311232210622137,False
1190,True,0.37532248976552285,False
1191,True,0.36738936488027074,False
1192,True,0.35943176558088175,False
1193,True,0.3513543308105479,False
1194,True,0.34325203991519104,False
1195,True,0.33505249658262837,False
1196,True,0.32684599385780877,False
1197,True,0.31856408946746684,False
1198,True,0.31029000442212873,False
1199,True,0.30196876987780086,False
