split,draw,parent_ridge_distance
development,187,0.1685427715035992
development,188,0.18953811046891544
development,189,0.22597883733934793
development,190,0.19335446382541605
development,191,0.15367110266526002
development,192,0.22347951153971485
development,193,0.2109642406625108
development,194,0.1970221584245424
development,195,0.18301326455168088
development,196,0.2287642460568743
development,197,0.1600134105393266
development,198,0.23334985258845953
development,199,0.20475423186188746
development,200,0.18095527007867596
development,201,0.15553357702771115
development,202,0.1052291791533222
development,203,0.24326813876045456
development,204,0.14855136399320945
development,205,0.1593829529018096
development,206,0.1173254292828676
development,207,0.17544886256093895
development,208,0.27017390285492915
development,209,0.2700699174894087
development,210,0.10713034484346856
development,211,0.251188036740011
development,212,0.16996424174352825
development,213,0.19155509310318347
development,214,0.20522758809296027
development,215,0.12977885641704756
development,216,0.17988648980032473
development,217,0.18713542221681484
development,218,0.1845148511484021
development,219,0.16705036844112586
development,220,0.27727603983753446
development,221,0.2081717471663268
development,222,0.19213562300869985
development,223,0.17816916553951923
development,224,0.2199462960494798
development,225,0.16445061067098954
development,226,0.14440175237156222
development,227,0.18301326455168088
development,228,0.2215546698509197
development,229,0.16495096695203548
development,230,0.24605583408064546
development,231,0.26423504155797384
development,232,0.18580837332916583
development,233,0.1344971368928971
development,234,0.2466985537011916
development,235,0.21356717581419754
development,236,0.17328259581537186
development,237,0.24280520829630114
development,238,0.22027037742865974
development,239,0.2513288755762515
development,240,0.2067247780270216
development,241,0.16826709290102537
development,242,0.22019396471552377
development,243,0.27534807771025693
development,244,0.1957291498545798
development,245,0.21832578540764042
development,246,0.16811345367439323
development,247,0.18215119603835683
development,248,0.2229771897515384
development,249,0.21448549714194892
development,250,0.25577190328391414
development,251,0.11655448347646807
development,252,0.17446738355101132
development,253,0.1984837333622742
development,254,0.08240480032940234
development,255,0.24091501767533596
development,256,0.2448986414966436
development,257,0.1909472709979071
development,258,0.16355366951063727
development,259,0.20235801330071645
development,260,0.2898990793623658
development,261,0.1299552702428312
development,262,0.16638449212872564
development,263,0.17908766739001508
development,264,0.2097168797612884
development,265,0.18863274258053286
development,266,0.16420493789766
development,267,0.18865939125966857
development,268,0.2518576077069794
development,269,0.19732901139889858
development,270,0.13625181893524574
development,271,0.20352929096525046
development,272,0.1659698670914076
development,273,0.18985496932169582
development,274,0.2036212240776658
development,275,0.21508777121119804
development,276,0.2379492358410254
development,277,0.2126698172941036
development,278,0.21335577777562142
development,279,0.24225129097637726
development,280,0.23434810260258454
development,281,0.16383772387601658
development,282,0.24024281624460747
development,283,0.27681359359909535
development,284,0.22724039462451406
development,285,0.18849230027628028
development,286,0.12757062803029728
development,287,0.2865751777567831
development,288,0.17760163561977826
development,289,0.2521942260763441
development,290,0.1911207293345074
development,291,0.16818081957046793
development,292,0.29950369460002363
development,293,0.17786641192613717
development,294,0.1318505182606613
development,295,0.2178680408546323
development,296,0.19011962536137428
development,297,0.22420747657637619
development,298,0.17497584739860522
development,299,0.2835656863133318
development,300,0.10450970361333978
development,301,0.20852394841617672
development,302,0.0892060416057266
development,303,0.19205231957448815
development,304,0.1819230395273317
development,305,0.3343010219483742
development,306,0.18610901395119417
development,307,0.22347951153971485
development,308,0.16164017262453745
development,309,0.20073281003302645
development,310,0.2125267242132125
development,311,0.20579664167755907
development,312,0.1595693752962094
development,313,0.18505982382588237
development,314,0.27159093664162665
development,315,0.1646177872323199
development,316,0.20330114931117477
development,317,0.16910686332708097
development,318,0.15701658417834824
development,319,0.2263041806209482
development,320,0.2829840567681338
development,321,0.2036514725692532
development,322,0.1784738021435745
development,323,0.2071424626857163
development,324,0.1976247029090959
development,325,0.24650346320454342
development,326,0.18865939125966857
development,327,0.17526763957614283
development,328,0.16035850326233614
development,329,0.22200500966260106
development,330,0.17377250299991842
development,331,0.1834450580986639
development,332,0.22784167286544088
development,333,0.19723287497806247
development,334,0.1453556598779437
development,335,0.23904077640782456
development,336,0.2194521092217877
development,337,0.21625381198908045
development,338,0.20217192168520015
development,339,0.14476508625565482
development,340,0.12217309253045289
development,341,0.2511858888799097
development,342,0.15979658966841498
development,343,0.23991334327366898
development,344,0.19887299251776985
development,345,0.08800558345460585
development,346,0.1641777248344377
development,347,0.20842090128574303
development,348,0.18285811239603517
development,349,0.1633504381390236
development,350,0.1858134341231084
development,351,0.25576680531652896
development,352,0.1795676884209053
development,353,0.2659753795807814
development,354,0.18697035081653307
development,355,0.16627477631228982
development,356,0.2726334176623264
development,357,0.2231591182170427
development,358,0.1479892871190629
development,359,0.19367123029989597
development,360,0.28041473087042146
development,361,0.20538852344917802
development,362,0.20642224064337267
development,363,0.16410486947665848
development,364,0.22546234893079753
development,365,0.26039724017826027
development,366,0.17432067801502016
development,367,0.22175263977446097
development,368,0.1652134736979528
development,369,0.13585057818083351
development,370,0.16599085726266338
development,371,0.23410604189421474
development,372,0.08895492037354269
development,373,0.2177608112583132
development,374,0.29726316614057424
development,375,0.13740851541809695
development,376,0.2093484920185239
development,377,0.18638816347981163
development,378,0.16826709290102537
development,379,0.1881332555913554
development,380,0.14599025755988843
development,381,0.2109767932505598
development,382,0.19355945773763272
development,383,0.14995700419253555
development,384,0.1643893482933002
development,385,0.21937869969350227
development,386,0.16758595771389423
development,387,0.21143189791073547
development,388,0.21243794939590038
development,389,0.20825780880449418
development,390,0.254650469949837
development,391,0.2714143036881856
development,392,0.2298300349129101
development,393,0.13419481898827823
development,394,0.23013579298168169
development,395,0.2509105173927182
development,396,0.21428662808533816
development,397,0.25215750657300395
development,398,0.16907147299382597
development,399,0.12539864375780996
development,400,0.18757975503368007
development,401,0.21877053426839066
development,402,0.2049545673020815
development,403,0.207337231453874
development,404,0.21087394751138183
development,405,0.24744008462853784
development,406,0.26983420991334395
development,407,0.26724978272603217
development,408,0.23459376974046564
development,409,0.1510437628675977
development,410,0.17423310331261432
development,411,0.11510953026728343
development,412,0.1259502803886135
development,413,0.16310258166050468
development,414,0.20142275961591893
development,415,0.2236510872441752
development,416,0.16722252485648414
development,417,0.16077805168709963
development,418,0.1945461523948303
development,419,0.11302518362926389
development,420,0.2205099025575759
development,421,0.2212197053162454
development,422,0.17449003718524886
development,423,0.15254346260044538
development,424,0.14267144836784407
development,425,0.18906335845991307
development,426,0.21978227747203305
development,427,0.18159259527942212
development,428,0.19540689385943466
development,429,0.2274502451514337
development,430,0.24026280960933583
development,431,0.2161441079549583
development,432,0.12316142202064756
development,433,0.24603772415167002
development,434,0.2055463702801088
development,435,0.14966163799577614
development,436,0.2516549048126513
development,437,0.10490001738117705
development,438,0.2552677233759168
development,439,0.17874356318179097
development,440,0.26350573019602497
development,441,0.12520746700036534
development,442,0.23946190534452383
development,443,0.21271588644216577
development,444,0.2494035109445134
development,445,0.2015866345303442
development,446,0.22873120448760764
development,447,0.26225264437527307
development,448,0.17323267716822055
development,449,0.1453556598779437
development,450,0.2476200861343576
development,451,0.15360592223997183
development,452,0.2530952707650393
development,453,0.24881076016810488
development,454,0.19949198610498686
development,455,0.21414668983844198
development,456,0.23182251805204107
development,457,0.26918626367536896
development,458,0.1948062135461623
development,459,0.15739088000326662
development,460,0.22133270099365965
development,461,0.2033926115888151
development,462,0.1942760987210677
development,463,0.22742071926266488
development,464,0.18717518558730672
development,465,0.22317563050972555
development,466,0.17411945970436005
development,467,0.15937547517170736
development,468,0.23040724034603655
development,469,0.1774348864507197
development,470,0.24513244330670186
development,471,0.21335577777562142
development,472,0.11923856200763305
development,473,0.17146573403129023
development,474,0.14225895321664095
development,475,0.19112425176957537
development,476,0.11670533599643929
development,477,0.11448590882792359
development,478,0.2191566860079449
development,479,0.193097595834273
development,480,0.1934813146864458
development,481,0.2164939921583714
development,482,0.16329067369977046
development,483,0.16829630224803982
development,484,0.15368636525759394
development,485,0.13948397560995196
development,486,0.21773937083542627
development,487,0.21701556903387764
development,488,0.1673086433310753
development,489,0.23802755320704772
development,490,0.20753796687366644
development,491,0.243235145004786
development,492,0.19624162147243074
development,493,0.17450628519832684
development,494,0.2434644175603125
development,495,0.2018166524132317
development,496,0.27598872513717004
development,497,0.22720882925822772
development,498,0.17769732436964142
development,499,0.17852523922998204
development,500,0.2059380800130377
development,501,0.2359863757802263
development,502,0.21438166026676958
development,503,0.19289352121547004
development,504,0.2779925605177258
development,505,0.14391396673816226
development,506,0.19692958512060826
development,507,0.2615935782541209
development,508,0.18912246863771864
development,509,0.20887842930769263
development,510,0.18912246863771864
development,511,0.20080882320201288
development,512,0.16175707157314279
development,513,0.12074638806617993
development,514,0.1850290222088602
development,515,0.19226907386450787
development,516,0.24106423343996775
development,517,0.25194731294119926
development,518,0.3131954296075003
development,519,0.2857036871135275
development,520,0.184021903991765
development,521,0.22145536331662774
development,522,0.13351498962107466
development,523,0.1592102244574728
development,524,0.13332552413436588
development,525,0.2511399359859563
development,526,0.1832214753219107
development,527,0.17653038912870794
development,528,0.14036285992681585
development,529,0.0954873103370969
development,530,0.17436539089639197
development,531,0.23128763952687775
development,532,0.22692957502315003
development,533,0.15848289932269027
development,534,0.12137914555995588
development,535,0.23530990892787268
development,536,0.21551563339384705
development,537,0.24577696152165895
development,538,0.20816774840875857
development,539,0.20315376946582164
development,540,0.15991630809064034
development,541,0.2602473609540743
development,542,0.2370883200023981
development,543,0.19699641594156125
development,544,0.17006156577011244
development,545,0.23322035325639867
development,546,0.2036063221636082
development,547,0.13372559558193797
development,548,0.16726897800075502
development,549,0.18109071467300486
development,550,0.2623838619684254
development,551,0.17961653596282118
development,552,0.19371495112130532
development,553,0.15280289821300763
development,554,0.18455938089897994
development,555,0.13816485760021024
development,556,0.166073302527463
development,557,0.257763289278172
development,558,0.21787075739751516
development,559,0.15739088000326662
development,560,0.1710393655009369
development,561,0.1690946842919548
development,562,0.17871794293359222
development,563,0.2260244774297943
development,564,0.21009249287975967
development,565,0.15547683084277508
development,566,0.22187846765571062
development,567,0.13061458353333055
development,568,0.2491118118138545
development,569,0.1627979765734392
development,570,0.2042133165130371
development,571,0.18201340337384742
development,572,0.16134267619317277
development,573,0.23257335103656773
development,574,0.1891949382240442
development,575,0.18888105688668194
development,576,0.23598488771908277
development,577,0.23178758380246683
development,578,0.18979962713954324
development,579,0.14315123952438574
development,580,0.1788034971225685
development,581,0.20509110990084028
development,582,0.11563972533781564
development,583,0.17663801216578878
development,584,0.21438980056858903
development,585,0.20797395208643915
development,586,0.18505982382588237
development,587,0.1803392238567037
development,588,0.21827998893192108
development,589,0.14209734142961516
development,590,0.21871085704801652
development,591,0.21260630996558672
development,592,0.2091313005079457
development,593,0.12291523253457015
development,594,0.21589848767760356
development,595,0.19888496802950362
development,596,0.12667936618664133
development,597,0.18270519291908477
development,598,0.24728777663790374
development,599,0.20342129492477729
development,600,0.23682087658177253
development,601,0.15778197237399605
development,602,0.1026697139191497
development,603,0.23298651389882108
development,604,0.1983439205200791
development,605,0.19427926632818765
development,606,0.23235152691090466
development,607,0.18140995580345914
development,608,0.13968673143496468
development,609,0.26353316995115067
development,610,0.257238585996173
development,611,0.22058647343629123
development,612,0.1652135359481729
development,613,0.2273856209005179
development,614,0.16585370167092894
development,615,0.2564373563456389
development,616,0.21864118465418714
development,617,0.23393941882951141
development,618,0.19335177756392696
development,619,0.20635882320161425
development,620,0.2589984193512657
development,621,0.13128874864303913
development,622,0.1935832495731057
development,623,0.17956962853066394
development,624,0.1659566994345788
development,625,0.16791717891352004
development,626,0.24408624242669819
development,627,0.14841075099964351
development,628,0.1876077266318844
development,629,0.18929044180287147
development,630,0.22270759482781655
development,631,0.07911600540892566
development,632,0.19694124837590982
development,633,0.19451254694202802
development,634,0.2719752920821504
development,635,0.2040917025177829
development,636,0.21494005066728483
development,637,0.28235051842896725
development,638,0.17213908381517917
development,639,0.2136728360671971
development,640,0.16023930317176244
development,641,0.17919255303754228
development,642,0.24531851633025126
development,643,0.18912246863771864
development,644,0.17769732436964142
development,645,0.32945526742874354
development,646,0.27031435080305233
development,647,0.16640154128226942
development,648,0.21312124880625238
development,649,0.24377242655950415
development,650,0.2174060733422658
development,651,0.21943824294539865
development,652,0.15752285121875664
development,653,0.17816916553951923
development,654,0.23833931560576088
development,655,0.19036873981975488
development,656,0.217603624357815
development,657,0.17503690038806163
development,658,0.1953307518023475
development,659,0.2325826777408564
development,660,0.1575961694895932
development,661,0.19034117075762635
development,662,0.19556482005637899
development,663,0.1346757113977089
development,664,0.14284655891051806
development,665,0.21933869655830396
development,666,0.1718126899139315
development,667,0.16700897091182
development,668,0.1353637091911134
development,669,0.20218380830209043
development,670,0.17670491112672332
development,671,0.2229587137455012
development,672,0.16144480306886033
development,673,0.20419639951677226
development,674,0.17482478726404516
development,675,0.20314664354805312
development,676,0.20268715246427982
development,677,0.19779576081893158
development,678,0.18422552902347106
development,679,0.21038861837253853
development,680,0.23561672691905966
development,681,0.1536855954225197
development,682,0.2668237670622534
development,683,0.22102926273146917
development,684,0.18550075074223776
development,685,0.1828510707122758
development,686,0.18145486613272255
development,687,0.16134267619317277
development,688,0.19559507498398349
development,689,0.23532289414096386
development,690,0.19281262034886215
development,691,0.18073137417690044
development,692,0.25082687262303394
development,693,0.16656770881888988
development,694,0.2602473609540743
development,695,0.22337860412597987
development,696,0.19610524420872244
development,697,0.17361233361958717
development,698,0.23048638674507071
development,699,0.179893975279952
development,700,0.21160311098950346
development,701,0.18624161407689355
development,702,0.25003769781533214
development,703,0.22549550918704042
development,704,0.2949891378085991
development,705,0.25632318095617185
development,706,0.1699566511246297
development,707,0.248928821793016
development,708,0.15989610430153534
development,709,0.23253214038176168
development,710,0.1995356580364369
development,711,0.22076109807208882
development,712,0.2712204106876326
development,713,0.21534441940618976
development,714,0.20278923059199638
development,715,0.2178680408546323
development,716,0.20178987503389512
development,717,0.11245679818672794
development,718,0.11824046162836632
development,719,0.15792879659489922
development,720,0.17392811386949042
development,721,0.1525254649961691
development,722,0.24291081604531722
development,723,0.20747898556067218
development,724,0.294246820624002
development,725,0.20097377890503787
development,726,0.17769732436964142
development,727,0.21056823836120042
development,728,0.2542197482673188
development,729,0.23709758555001487
development,730,0.18861015899641687
development,731,0.18068590331485063
development,732,0.2699906132687832
development,733,0.2181230453334792
development,734,0.1745852280521356
development,735,0.16602298635693602
development,736,0.16992418631523254
development,737,0.18704650832652864
development,738,0.2270883075989903
development,739,0.11828300458184643
development,740,0.21716564376681735
development,741,0.20904890813849508
development,742,0.1418949247618181
development,743,0.2481638960505934
development,744,0.18241739707259397
development,745,0.12861167498743914
development,746,0.2643390015502877
development,747,0.23684510202576659
development,748,0.23217096012680938
development,749,0.15363134939866507
development,750,0.2684934448309121
development,751,0.31820400998374243
development,752,0.21328710387101713
development,753,0.209653020801835
development,754,0.23362203889306776
development,755,0.19314913401412392
development,756,0.17937807363124947
development,757,0.21888675361770688
development,758,0.20874500562312914
development,759,0.25335402943058577
development,760,0.2624741337367983
development,761,0.13640746750019633
development,762,0.22601574137287161
development,763,0.20502138177582185
development,764,0.23099267013529762
development,765,0.18468435563888597
development,766,0.2675092856020301
development,767,0.17687147623638771
development,768,0.2530478827853047
development,769,0.19482112325090456
development,770,0.2679366142700284
development,771,0.1266390434253391
development,772,0.19091710045706362
development,773,0.2354522052092164
development,774,0.1589517954700136
development,775,0.23198661288046785
development,776,0.20892031215520002
development,777,0.17853797716922032
development,778,0.17487206310050152
development,779,0.1447470149229354
development,780,0.187085321584471
development,781,0.20500578056152974
development,782,0.20656212786524958
development,783,0.18188044139460824
development,784,0.16077805168709963
development,785,0.18245340205423133
development,786,0.21474767545276802
development,787,0.21246501016105573
development,788,0.15379107837648465
development,789,0.2054692841057546
development,790,0.15263232158967283
development,791,0.18947777428951873
development,792,0.15792879659489922
development,793,0.1848018652344075
development,794,0.21238016138254873
development,795,0.14599025755988843
development,796,0.17136786332205411
development,797,0.18000431440442166
development,798,0.26069824248341705
development,799,0.1479819569013473
development,800,0.28681878819595147
development,801,0.28054496977908205
development,802,0.2563162705707459
development,803,0.20911074274548125
development,804,0.17527674723652586
development,805,0.22566695484298893
development,806,0.23450886395801607
development,807,0.1967091492919586
development,808,0.17417261889911034
development,809,0.20757657822844072
development,810,0.1960326421604368
development,811,0.1792082999621082
development,812,0.27314904952257496
development,813,0.20388137262345174
development,814,0.2348647175861685
development,815,0.25517139592736726
development,816,0.18032027737758616
development,817,0.18618909850084953
development,818,0.197961611717702
development,819,0.20318875197037317
development,820,0.21564370999850058
development,821,0.1748189282321012
development,822,0.17335140753972783
development,823,0.2500843874212596
development,824,0.18704025760660065
development,825,0.21976905808140873
development,826,0.15681447983798807
development,827,0.26684987882290523
development,828,0.17475813676268614
development,829,0.16627477631228982
development,830,0.2584488755723958
development,831,0.1847279876759219
development,832,0.21204477569023078
development,833,0.16349426989823934
development,834,0.16472091134885192
development,835,0.24687433378017648
development,836,0.25504100514618955
development,837,0.23664614564175512
development,838,0.18871221159401108
development,839,0.2313192446298416
development,840,0.12354826317704215
development,841,0.1851214806451802
development,842,0.19230538589562496
development,843,0.1884413516876806
development,844,0.2831074053522188
development,845,0.20778151741574002
development,846,0.27143283879406305
development,847,0.26273946074903076
development,848,0.21524399620774776
development,849,0.20481978332052925
development,850,0.24859948310760988
development,851,0.15903135388760942
development,852,0.20673532330564104
development,853,0.19929942619854468
development,854,0.23515610873106463
development,855,0.3121115614188343
development,856,0.1672092441896425
development,857,0.24188218501453335
development,858,0.21465286150248475
development,859,0.24437265674024777
development,860,0.17025006208404614
development,861,0.23199555432991525
development,862,0.25048390557725747
development,863,0.22633616072377843
development,864,0.2791890314726661
development,865,0.15743112216230676
development,866,0.2191566860079449
development,867,0.29451223510599167
development,868,0.18488364324023343
development,869,0.14942793357722733
development,870,0.2384407671087866
development,871,0.275191525909407
development,872,0.2443772770795019
development,873,0.1745921436043396
development,874,0.12614254216087017
development,875,0.1934305997587612
development,876,0.1420639800056931
development,877,0.24078980558235974
development,878,0.21640073878056576
development,879,0.16803726710968753
development,880,0.16657054106986768
development,881,0.20501434221662995
development,882,0.16182751079816327
development,883,0.16367531527374118
development,884,0.1897405390390795
development,885,0.2005084105122945
development,886,0.18569331286580892
development,887,0.20925369847703534
development,888,0.1660203286919804
development,889,0.19350265179473536
development,890,0.2064962136342115
development,891,0.22126636163922947
development,892,0.13399014090960348
development,893,0.25233559182815263
development,894,0.21964451138177699
development,895,0.18937420286056522
development,896,0.13533589800552936
development,897,0.1403968050063965
development,898,0.16143205845007863
development,899,0.21241854238069124
development,900,0.21499614289051683
development,901,0.18090563171378693
development,902,0.15132461089105226
development,903,0.15384586566358238
development,904,0.1793611298067357
development,905,0.18511737885356455
development,906,0.1531994228125237
development,907,0.20380343579178561
development,908,0.23698091232250706
development,909,0.1315405383915167
development,910,0.19378054922859939
development,911,0.22288983401828893
development,912,0.23515610873106463
development,913,0.14808235742945614
development,914,0.15063587919299876
development,915,0.17769732436964142
development,916,0.17639368633562524
development,917,0.2059203540261182
development,918,0.15832276822293345
development,919,0.11160353019674607
development,920,0.16075276779784609
development,921,0.19887299251776985
development,922,0.2721229841005114
development,923,0.26351271268939314
development,924,0.21439764099447545
development,925,0.12512377445382994
development,926,0.21010073194720041
development,927,0.20961027959435508
development,928,0.16118203831929956
development,929,0.22976981117388806
development,930,0.20017835282475477
development,931,0.17308634009874996
development,932,0.1482157347001819
development,933,0.23293647304781068
development,934,0.19717692032289236
development,935,0.20158123153281043
development,936,0.24254888023356203
development,937,0.2274807374482541
development,938,0.15306221345744891
development,939,0.24642358177038853
development,940,0.1898178773960531
development,941,0.20206355803598675
development,942,0.15693331318608622
development,943,0.2254090187400859
development,944,0.15288706730142843
development,945,0.2538233511414535
development,946,0.20537937271777273
development,947,0.19807997918826442
development,948,0.16713020017302643
development,949,0.20576195448279855
development,950,0.1878453674861671
development,951,0.22397040030980703
development,952,0.16657155826840198
development,953,0.2769836424143849
development,954,0.2313508287351394
development,955,0.15372038845891245
development,956,0.17020155848845975
development,957,0.16373365914230997
development,958,0.21837571175682868
development,959,0.20567955399766585
development,960,0.19639761810237616
development,961,0.21970832559776154
development,962,0.21509376952361126
development,963,0.21010073194720041
development,964,0.20281733016525988
development,965,0.21510957331479597
development,966,0.2244175103471483
development,967,0.26739303154906446
development,968,0.2694819599226133
development,969,0.24638548404275706
development,970,0.1519821392574482
development,971,0.15623894069359023
development,972,0.16898899183442706
development,973,0.26563475561535843
development,974,0.1785506514511742
development,975,0.20643946763972376
development,976,0.2488502345198133
development,977,0.27007270123989824
development,978,0.11978589125578726
development,979,0.20234286836388954
development,980,0.12049605742623631
development,981,0.14726430382997724
development,982,0.20947551422884597
development,983,0.22791573536382853
development,984,0.2340387142984357
development,985,0.12046228570740958
development,986,0.2015866345303442
development,987,0.26065599927249045
development,988,0.2802830207229217
development,989,0.21460473035316535
development,990,0.20674563236046417
development,991,0.24686451227474365
development,992,0.16813150669873755
development,993,0.20657885659429592
development,994,0.29956710108950513
development,995,0.19344761630010865
development,996,0.2094442717948174
development,997,0.1880752238551811
development,998,0.2402959556484091
development,999,0.21478032281388137
