arm,draw,shifted_transfer_mse
U_to_R,602,0.003714146541386385
U_to_R,603,0.004236158750279143
U_to_R,604,0.003934279438710328
U_to_R,605,0.003854138876153948
U_to_R,606,0.003717868021282443
U_to_R,607,0.0042881609386793956
U_to_R,608,0.003960247294678162
U_to_R,609,0.004157131243341385
U_to_R,610,0.003999557406608522
U_to_R,611,0.003924274806896597
U_to_R,612,0.0037190841542892863
U_to_R,613,0.00416468945616475
U_to_R,614,0.0040907999054812455
U_to_R,615,0.0038154192809165054
U_to_R,616,0.003931138655199507
U_to_R,617,0.003870294036156937
U_to_R,618,0.0037530012901052455
U_to_R,619,0.003749888762231085
U_to_R,620,0.0038866165925619217
U_to_R,621,0.0041846670807118205
U_to_R,622,0.0038891121981615047
U_to_R,623,0.00413119704932459
U_to_R,624,0.0037455261886148606
U_to_R,625,0.004431107624139447
U_to_R,626,0.004129001714154751
U_to_R,627,0.004517335466668394
U_to_R,628,0.004398179673249061
U_to_R,629,0.0038891121981615047
U_to_R,630,0.0037750580118802073
U_to_R,631,0.003934279438710328
U_to_R,632,0.0036890764812604294
U_to_R,633,0.004003635687686376
U_to_R,634,0.004210504597054716
U_to_R,635,0.003981839631259769
U_to_R,636,0.004135990852042845
U_to_R,637,0.003787499458978015
U_to_R,638,0.004342065933700038
U_to_R,639,0.0036373779371871914
U_to_R,640,0.0037190841542892863
U_to_R,641,0.004626373507386784
U_to_R,642,0.003928441658977984
U_to_R,643,0.0038022256341678573
U_to_R,644,0.00410940553066612
U_to_R,645,0.004202654301394078
U_to_R,646,0.004160816729652627
U_to_R,647,0.0036082372326174846
U_to_R,648,0.003732366926668969
U_to_R,649,0.00371906092231192
U_to_R,650,0.00458210685177813
U_to_R,651,0.004124657560147543
U_to_R,652,0.0037809481749776484
U_to_R,653,0.004168053036250354
U_to_R,654,0.0040836626102074974
U_to_R,655,0.003846645546418886
U_to_R,656,0.0038084425047337916
U_to_R,657,0.003866227895157495
U_to_R,658,0.004202050667443181
U_to_R,659,0.004059117686111856
U_to_R,660,0.003886021301676204
U_to_R,661,0.004210504597054716
U_to_R,662,0.004135990852042845
U_to_R,663,0.003954513715198846
U_to_R,664,0.00414612381631262
U_to_R,665,0.0037495173908276055
U_to_R,666,0.003967949726690392
U_to_R,667,0.004521350088305948
U_to_R,668,0.004430683288959535
U_to_R,669,0.003729491714140175
U_to_R,670,0.004300945643763156
U_to_R,671,0.003960462399926625
U_to_R,672,0.0044367170512491835
U_to_R,673,0.0035848819308354762
U_to_R,674,0.004051752540245859
U_to_R,675,0.004387056304258518
U_to_R,676,0.0040074682819066865
U_to_R,677,0.003835490114427232
U_to_R,678,0.004167370499271321
U_to_R,679,0.0037715801606410014
U_to_R,680,0.004021508573998226
U_to_R,681,0.003936403205299284
U_to_R,682,0.004153941783387604
U_to_R,683,0.0037190841542892863
U_to_R,684,0.003633825256092557
U_to_R,685,0.004187773240750699
U_to_R,686,0.003910537100601768
U_to_R,687,0.003962912170468115
U_to_R,688,0.0040836626102074974
U_to_R,689,0.003825715062747765
U_to_R,690,0.004227115714142547
U_to_R,691,0.003797069460070826
U_to_R,692,0.003955654454125072
U_to_R,693,0.0039409688326051745
U_to_R,694,0.003809843994854208
U_to_R,695,0.003735406710694271
U_to_R,696,0.003898274243583088
U_to_R,697,0.004198640008818488
U_to_R,698,0.003638619058810812
U_to_R,699,0.003825715062747765
U_to_R,700,0.0036754485984269304
U_to_R,701,0.003790567983146691
U_to_R,702,0.004300945643763156
U_to_R,703,0.00371906092231192
U_to_R,704,0.0039501056968125154
U_to_R,705,0.004407426022716315
U_to_R,706,0.003823817970749465
U_to_R,707,0.0037026204783158516
U_to_R,708,0.004152124143630861
U_to_R,709,0.004227672878613423
U_to_R,710,0.003972428674719109
U_to_R,711,0.004333013188545273
U_to_R,712,0.0039501056968125154
U_to_R,713,0.0041431531692675974
U_to_R,714,0.003776936371924525
U_to_R,715,0.003776936371924525
U_to_R,716,0.003927039297283356
U_to_R,717,0.003669328378381798
U_to_R,718,0.0038038220153829997
U_to_R,719,0.004093014308931352
U_to_R,720,0.0036830832905674444
U_to_R,721,0.003402619672069527
U_to_R,722,0.004227811408838496
U_to_R,723,0.004532922980225047
U_to_R,724,0.004217253424015232
U_to_R,725,0.004290029010878589
U_to_R,726,0.004068145452624924
U_to_R,727,0.0042032839620225965
U_to_R,728,0.003750753410708227
U_to_R,729,0.004095320261228664
U_to_R,730,0.003947912875793544
U_to_R,731,0.003960462399926625
U_to_R,732,0.004196572362428127
U_to_R,733,0.003749888762231085
U_to_R,734,0.00386946239662975
U_to_R,735,0.003893649337938945
U_to_R,736,0.0038370720029857735
U_to_R,737,0.004015906854637941
U_to_R,738,0.004042844133442939
U_to_R,739,0.003960247294678162
U_to_R,740,0.003990099850744272
U_to_R,741,0.0037229132472300385
U_to_R,742,0.004182620462276897
U_to_R,743,0.004281422602785731
U_to_R,744,0.003736538439694648
U_to_R,745,0.0037457347701034165
U_to_R,746,0.003903158447773357
U_to_R,747,0.0037434725660123814
U_to_R,748,0.003863667600246812
U_to_R,749,0.004143026131042922
U_to_R,750,0.0038370720029857735
U_to_R,751,0.004211804004383354
U_to_R,752,0.004181082368543815
U_to_R,753,0.0041892492510270446
U_to_R,754,0.0042268752774198785
U_to_R,755,0.0037976007285237144
U_to_R,756,0.003926513749555365
U_to_R,757,0.004657899627905739
U_to_R,758,0.0037434725660123814
U_to_R,759,0.003955309572012818
U_to_R,760,0.004253082385400549
U_to_R,761,0.003785874642129388
U_to_R,762,0.0040074682819066865
U_to_R,763,0.00408446800902991
U_to_R,764,0.004161623486431315
U_to_R,765,0.0036373779371871914
U_to_R,766,0.003716385484045154
U_to_R,767,0.003849345073435693
U_to_R,768,0.0044417765165648574
U_to_R,769,0.0036930301822631455
U_to_R,770,0.004260862673183934
U_to_R,771,0.0036830832905674444
U_to_R,772,0.004076501403062984
U_to_R,773,0.0037866995728208256
U_to_R,774,0.004073453412458334
U_to_R,775,0.003834200757802946
U_to_R,776,0.004435223761045697
U_to_R,777,0.003919866580164695
U_to_R,778,0.004092050209270264
U_to_R,779,0.003945959432949599
U_to_R,780,0.003975381661460499
U_to_R,781,0.0040884564129257525
U_to_R,782,0.003997047020736716
U_to_R,783,0.0038914103952801763
U_to_R,784,0.004015906854637941
U_to_R,785,0.004491408276855673
U_to_R,786,0.00407973274767201
U_to_R,787,0.004088715938652656
U_to_R,788,0.004383733178541945
U_to_R,789,0.004263686338877874
U_to_R,790,0.0037455261886148606
U_to_R,791,0.0037665796688104145
U_to_R,792,0.004222160707497464
U_to_R,793,0.00415422877670044
U_to_R,794,0.004655566608911547
U_to_R,795,0.0044493698777534
U_to_R,796,0.004101180252510597
U_to_R,797,0.004253220120244028
U_to_R,798,0.003982272253501512
U_to_R,799,0.003975381661460499
U_to_R,800,0.003900436374896906
U_to_R,801,0.004085300647328153
U_to_R,802,0.0038154796664041654
U_to_R,803,0.0042032839620225965
U_to_R,804,0.0036996970159718953
U_to_R,805,0.003882595061038467
U_to_R,806,0.004073453412458334
U_to_R,807,0.0038614432987190772
