number,remainder_3,x_3_fraction,x_3_decimal,handover_distance_3_fraction,handover_distance_3_decimal,direction_3,remainder_5,x_5_fraction,x_5_decimal,handover_distance_5_fraction,handover_distance_5_decimal,direction_5,remainder_9,x_9_fraction,x_9_decimal,handover_distance_9_fraction,handover_distance_9_decimal,direction_9,remainder_11,x_11_fraction,x_11_decimal,handover_distance_11_fraction,handover_distance_11_decimal,direction_11,remainder_13,x_13_fraction,x_13_decimal,handover_distance_13_fraction,handover_distance_13_decimal,direction_13,phase_a_waves,phase_a_tie_count,phase_a_distance_fraction,phase_a_distance_decimal,five_wave_order,approaching_count,leaving_count,on_handover_count,unresolved_by_five_children
2669,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,4,8/5,1.6,2/5,0.4,approaching,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,4,8/13,0.615384615384615,18/13,1.38461538461538,leaving,5,1,2/5,0.4,5>3>11>9>13,4,1,0,1
2671,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,1,2/5,0.4,8/5,1.6,leaving,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,6,12/13,0.923076923076923,14/13,1.07692307692308,leaving,11,1,4/11,0.363636363636364,11>9>13>3>5,2,3,0,1
2673,0,0,0,0,0,on,3,6/5,1.2,4/5,0.8,approaching,0,0,0,0,0,on,0,0,0,0,0,on,8,16/13,1.23076923076923,10/13,0.769230769230769,approaching,3+9+11,3,0,0,3+9+11>13>5,2,0,3,0
2675,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,0,0,0,0,0,on,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,10,20/13,1.53846153846154,6/13,0.461538461538462,approaching,5,1,0,0,5>13>3>9>11,2,2,1,0
2677,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,2,4/5,0.8,6/5,1.2,leaving,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,13,1,2/13,0.153846153846154,13>9>5>11>3,1,4,0,1
2679,0,0,0,0,0,on,4,8/5,1.6,2/5,0.4,approaching,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,1,2/13,0.153846153846154,24/13,1.84615384615385,leaving,3,1,0,0,3>5>9>11>13,3,1,1,0
2681,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/5,0.4,8/5,1.6,leaving,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,3,6/13,0.461538461538462,20/13,1.53846153846154,leaving,9,1,2/9,0.222222222222222,9>11>3>13>5,3,2,0,1
2683,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/5,1.2,4/5,0.8,approaching,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,5,10/13,0.769230769230769,16/13,1.23076923076923,leaving,11,1,2/11,0.181818181818182,11>5>13>3>9,2,3,0,1
2685,0,0,0,0,0,on,0,0,0,0,0,on,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,7,14/13,1.07692307692308,12/13,0.923076923076923,approaching,3+5,2,0,0,3+5>13>9>11,1,2,2,0
2687,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,2,4/5,0.8,6/5,1.2,leaving,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,9,18/13,1.38461538461538,8/13,0.615384615384615,approaching,13,1,8/13,0.615384615384615,13>3>9>5>11,3,2,0,1
2689,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,4,8/5,1.6,2/5,0.4,approaching,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,11,22/13,1.69230769230769,4/13,0.307692307692308,approaching,13,1,4/13,0.307692307692308,13>5>9>11>3,3,2,0,1
2691,0,0,0,0,0,on,1,2/5,0.4,8/5,1.6,leaving,0,0,0,0,0,on,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,0,0,0,0,0,on,3+9+13,3,0,0,3+9+13>11>5,1,1,3,0
2693,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,3,6/5,1.2,4/5,0.8,approaching,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,2,4/13,0.307692307692308,22/13,1.69230769230769,leaving,11,1,4/11,0.363636363636364,11>3>5>9>13,3,2,0,1
2695,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,0,0,0,0,0,on,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,0,0,0,0,0,on,4,8/13,0.615384615384615,18/13,1.38461538461538,leaving,5+11,2,0,0,5+11>9>3>13,0,3,2,0
2697,0,0,0,0,0,on,2,4/5,0.8,6/5,1.2,leaving,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,6,12/13,0.923076923076923,14/13,1.07692307692308,leaving,3,1,0,0,3>9>13>5>11,1,3,1,0
2699,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,4,8/5,1.6,2/5,0.4,approaching,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,8,16/13,1.23076923076923,10/13,0.769230769230769,approaching,9,1,2/9,0.222222222222222,9>5>3>13>11,4,1,0,1
2701,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,1,2/5,0.4,8/5,1.6,leaving,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,10,20/13,1.53846153846154,6/13,0.461538461538462,approaching,13,1,6/13,0.461538461538462,13>11>3>5>9,2,3,0,1
2703,0,0,0,0,0,on,3,6/5,1.2,4/5,0.8,approaching,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,3,1,0,0,3>13>11>5>9,3,1,1,0
2705,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,0,0,0,0,0,on,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,1,2/13,0.153846153846154,24/13,1.84615384615385,leaving,5,1,0,0,5>11>3>9>13,3,1,1,0
2707,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,2,4/5,0.8,6/5,1.2,leaving,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,3,6/13,0.461538461538462,20/13,1.53846153846154,leaving,9,1,4/9,0.444444444444444,9>5>3>13>11,1,4,0,1
2709,0,0,0,0,0,on,4,8/5,1.6,2/5,0.4,approaching,0,0,0,0,0,on,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,5,10/13,0.769230769230769,16/13,1.23076923076923,leaving,3+9,2,0,0,3+9>5>13>11,1,2,2,0
2711,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/5,0.4,8/5,1.6,leaving,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,7,14/13,1.07692307692308,12/13,0.923076923076923,approaching,3,1,2/3,0.666666666666667,3>13>11>9>5,2,3,0,1
2713,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/5,1.2,4/5,0.8,approaching,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,9,18/13,1.38461538461538,8/13,0.615384615384615,approaching,13,1,8/13,0.615384615384615,13>11>5>9>3,3,2,0,1
2715,0,0,0,0,0,on,0,0,0,0,0,on,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,11,22/13,1.69230769230769,4/13,0.307692307692308,approaching,3+5,2,0,0,3+5>13>11>9,3,0,2,0
2717,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,2,4/5,0.8,6/5,1.2,leaving,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,0,0,0,0,0,on,0,0,0,0,0,on,11+13,2,0,0,11+13>9>3>5,2,1,2,0
2719,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,4,8/5,1.6,2/5,0.4,approaching,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,2,4/13,0.307692307692308,22/13,1.69230769230769,leaving,5,1,2/5,0.4,5>3>11>13>9,1,4,0,1
2721,0,0,0,0,0,on,1,2/5,0.4,8/5,1.6,leaving,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,4,8/13,0.615384615384615,18/13,1.38461538461538,leaving,3,1,0,0,3>11>9>13>5,0,4,1,0
2723,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,3,6/5,1.2,4/5,0.8,approaching,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,6,12/13,0.923076923076923,14/13,1.07692307692308,leaving,3,1,2/3,0.666666666666667,3>5>9>11>13,4,1,0,1
2725,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,0,0,0,0,0,on,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,8,16/13,1.23076923076923,10/13,0.769230769230769,approaching,5,1,0,0,5>9>11>13>3,3,1,1,0
2727,0,0,0,0,0,on,2,4/5,0.8,6/5,1.2,leaving,0,0,0,0,0,on,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,10,20/13,1.53846153846154,6/13,0.461538461538462,approaching,3+9,2,0,0,3+9>11>13>5,2,1,2,0
2729,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,4,8/5,1.6,2/5,0.4,approaching,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,13,1,2/13,0.153846153846154,13>5>3>9>11,3,2,0,1
2731,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,1,2/5,0.4,8/5,1.6,leaving,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,1,2/13,0.153846153846154,24/13,1.84615384615385,leaving,9,1,10/9,1.11111111111111,9>3>11>5>13,0,5,0,1
2733,0,0,0,0,0,on,3,6/5,1.2,4/5,0.8,approaching,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,3,6/13,0.461538461538462,20/13,1.53846153846154,leaving,3,1,0,0,3>9>5>11>13,2,2,1,0
2735,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,0,0,0,0,0,on,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,5,10/13,0.769230769230769,16/13,1.23076923076923,leaving,5,1,0,0,5>9>3>11>13,3,1,1,0
2737,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,2,4/5,0.8,6/5,1.2,leaving,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,7,14/13,1.07692307692308,12/13,0.923076923076923,approaching,11,1,4/11,0.363636363636364,11>13>5>3>9,2,3,0,1
2739,0,0,0,0,0,on,4,8/5,1.6,2/5,0.4,approaching,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,0,0,0,0,0,on,9,18/13,1.38461538461538,8/13,0.615384615384615,approaching,3+11,2,0,0,3+11>5>13>9,2,1,2,0
2741,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/5,0.4,8/5,1.6,leaving,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,11,22/13,1.69230769230769,4/13,0.307692307692308,approaching,13,1,4/13,0.307692307692308,13>3>9>5>11,3,2,0,1
2743,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/5,1.2,4/5,0.8,approaching,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,0,0,0,0,0,on,13,1,0,0,13>9>5>11>3,2,2,1,0
2745,0,0,0,0,0,on,0,0,0,0,0,on,0,0,0,0,0,on,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,2,4/13,0.307692307692308,22/13,1.69230769230769,leaving,3+5+9,3,0,0,3+5+9>11>13,1,1,3,0
2747,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,2,4/5,0.8,6/5,1.2,leaving,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,4,8/13,0.615384615384615,18/13,1.38461538461538,leaving,11,1,6/11,0.545454545454545,11>3>5>13>9,2,3,0,1
2749,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,4,8/5,1.6,2/5,0.4,approaching,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,6,12/13,0.923076923076923,14/13,1.07692307692308,leaving,11,1,2/11,0.181818181818182,11>5>13>9>3,2,3,0,1
2751,0,0,0,0,0,on,1,2/5,0.4,8/5,1.6,leaving,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,8,16/13,1.23076923076923,10/13,0.769230769230769,approaching,3,1,0,0,3>9>13>5>11,2,2,1,0
2753,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,3,6/5,1.2,4/5,0.8,approaching,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,10,20/13,1.53846153846154,6/13,0.461538461538462,approaching,9,1,2/9,0.222222222222222,9>13>3>5>11,4,1,0,1
2755,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,0,0,0,0,0,on,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,5,1,0,0,5>13>11>3>9,1,3,1,0
2757,0,0,0,0,0,on,2,4/5,0.8,6/5,1.2,leaving,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,1,2/13,0.153846153846154,24/13,1.84615384615385,leaving,3,1,0,0,3>11>5>9>13,1,3,1,0
2759,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,4,8/5,1.6,2/5,0.4,approaching,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,3,6/13,0.461538461538462,20/13,1.53846153846154,leaving,11,1,4/11,0.363636363636364,11>5>3>9>13,4,1,0,1
2761,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,1,2/5,0.4,8/5,1.6,leaving,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,0,0,0,0,0,on,5,10/13,0.769230769230769,16/13,1.23076923076923,leaving,11,1,0,0,11>9>13>3>5,1,3,1,0
2763,0,0,0,0,0,on,3,6/5,1.2,4/5,0.8,approaching,0,0,0,0,0,on,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,7,14/13,1.07692307692308,12/13,0.923076923076923,approaching,3+9,2,0,0,3+9>5>13>11,2,1,2,0
2765,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,0,0,0,0,0,on,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,9,18/13,1.38461538461538,8/13,0.615384615384615,approaching,5,1,0,0,5>13>3>11>9,2,2,1,0
2767,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,2,4/5,0.8,6/5,1.2,leaving,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,11,22/13,1.69230769230769,4/13,0.307692307692308,approaching,13,1,4/13,0.307692307692308,13>11>9>5>3,2,3,0,1
2769,0,0,0,0,0,on,4,8/5,1.6,2/5,0.4,approaching,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,0,0,0,0,0,on,3+13,2,0,0,3+13>5>11>9,3,0,2,0
2771,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/5,0.4,8/5,1.6,leaving,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,2,4/13,0.307692307692308,22/13,1.69230769230769,leaving,11,1,2/11,0.181818181818182,11>9>3>5>13,3,2,0,1
2773,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/5,1.2,4/5,0.8,approaching,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,4,8/13,0.615384615384615,18/13,1.38461538461538,leaving,5,1,4/5,0.8,5>3>13>9>11,1,4,0,1
2775,0,0,0,0,0,on,0,0,0,0,0,on,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,6,12/13,0.923076923076923,14/13,1.07692307692308,leaving,3+5,2,0,0,3+5>13>9>11,0,3,2,0
2777,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,2,4/5,0.8,6/5,1.2,leaving,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,8,16/13,1.23076923076923,10/13,0.769230769230769,approaching,3,1,2/3,0.666666666666667,3>13>9>11>5,3,2,0,1
2779,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,4,8/5,1.6,2/5,0.4,approaching,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,10,20/13,1.53846153846154,6/13,0.461538461538462,approaching,5,1,2/5,0.4,5>9>13>11>3,4,1,0,1
2781,0,0,0,0,0,on,1,2/5,0.4,8/5,1.6,leaving,0,0,0,0,0,on,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,3+9,2,0,0,3+9>13>11>5,2,1,2,0
2783,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,3,6/5,1.2,4/5,0.8,approaching,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,0,0,0,0,0,on,1,2/13,0.153846153846154,24/13,1.84615384615385,leaving,11,1,0,0,11>3>5>9>13,2,2,1,0
2785,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,0,0,0,0,0,on,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,3,6/13,0.461538461538462,20/13,1.53846153846154,leaving,5,1,0,0,5>9>3>13>11,0,4,1,0
2787,0,0,0,0,0,on,2,4/5,0.8,6/5,1.2,leaving,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,5,10/13,0.769230769230769,16/13,1.23076923076923,leaving,3,1,0,0,3>9>5>13>11,1,3,1,0
2789,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,4,8/5,1.6,2/5,0.4,approaching,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,7,14/13,1.07692307692308,12/13,0.923076923076923,approaching,9,1,2/9,0.222222222222222,9>5>3>11>13,5,0,0,1
2791,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,1,2/5,0.4,8/5,1.6,leaving,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,9,18/13,1.38461538461538,8/13,0.615384615384615,approaching,11,1,6/11,0.545454545454545,11>13>3>5>9,2,3,0,1
2793,0,0,0,0,0,on,3,6/5,1.2,4/5,0.8,approaching,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,11,22/13,1.69230769230769,4/13,0.307692307692308,approaching,3,1,0,0,3>11>13>5>9,3,1,1,0
2795,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,0,0,0,0,0,on,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,0,0,0,0,0,on,5+13,2,0,0,5+13>3>9>11,2,1,2,0
2797,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,2,4/5,0.8,6/5,1.2,leaving,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,2,4/13,0.307692307692308,22/13,1.69230769230769,leaving,9,1,4/9,0.444444444444444,9>5>3>11>13,1,4,0,1
2799,0,0,0,0,0,on,4,8/5,1.6,2/5,0.4,approaching,0,0,0,0,0,on,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,4,8/13,0.615384615384615,18/13,1.38461538461538,leaving,3+9,2,0,0,3+9>5>11>13,1,2,2,0
2801,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/5,0.4,8/5,1.6,leaving,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,6,12/13,0.923076923076923,14/13,1.07692307692308,leaving,3,1,2/3,0.666666666666667,3>11>13>9>5,2,3,0,1
2803,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/5,1.2,4/5,0.8,approaching,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,8,16/13,1.23076923076923,10/13,0.769230769230769,approaching,11,1,4/11,0.363636363636364,11>13>5>9>3,3,2,0,1
2805,0,0,0,0,0,on,0,0,0,0,0,on,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,0,0,0,0,0,on,10,20/13,1.53846153846154,6/13,0.461538461538462,approaching,3+5+11,3,0,0,3+5+11>13>9,2,0,3,0
2807,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,2,4/5,0.8,6/5,1.2,leaving,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,13,1,2/13,0.153846153846154,13>9>3>5>11,3,2,0,1
2809,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,4,8/5,1.6,2/5,0.4,approaching,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,1,2/13,0.153846153846154,24/13,1.84615384615385,leaving,5,1,2/5,0.4,5>11>3>9>13,1,4,0,1
2811,0,0,0,0,0,on,1,2/5,0.4,8/5,1.6,leaving,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,3,6/13,0.461538461538462,20/13,1.53846153846154,leaving,3,1,0,0,3>11>9>13>5,1,3,1,0
2813,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,3,6/5,1.2,4/5,0.8,approaching,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,5,10/13,0.769230769230769,16/13,1.23076923076923,leaving,11,1,6/11,0.545454545454545,11>3>5>9>13,4,1,0,1
2815,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,0,0,0,0,0,on,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,7,14/13,1.07692307692308,12/13,0.923076923076923,approaching,5,1,0,0,5>11>9>13>3,3,1,1,0
2817,0,0,0,0,0,on,2,4/5,0.8,6/5,1.2,leaving,0,0,0,0,0,on,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,9,18/13,1.38461538461538,8/13,0.615384615384615,approaching,3+9,2,0,0,3+9>13>5>11,1,2,2,0
2819,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,4,8/5,1.6,2/5,0.4,approaching,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,11,22/13,1.69230769230769,4/13,0.307692307692308,approaching,13,1,4/13,0.307692307692308,13>5>3>11>9,3,2,0,1
2821,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,1,2/5,0.4,8/5,1.6,leaving,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,0,0,0,0,0,on,13,1,0,0,13>11>9>3>5,0,4,1,0
2823,0,0,0,0,0,on,3,6/5,1.2,4/5,0.8,approaching,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,2,4/13,0.307692307692308,22/13,1.69230769230769,leaving,3,1,0,0,3>9>11>5>13,3,1,1,0
2825,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,0,0,0,0,0,on,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,4,8/13,0.615384615384615,18/13,1.38461538461538,leaving,5,1,0,0,5>9>11>3>13,3,1,1,0
2827,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,2,4/5,0.8,6/5,1.2,leaving,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,0,0,0,0,0,on,6,12/13,0.923076923076923,14/13,1.07692307692308,leaving,11,1,0,0,11>13>5>3>9,0,4,1,0
2829,0,0,0,0,0,on,4,8/5,1.6,2/5,0.4,approaching,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,8,16/13,1.23076923076923,10/13,0.769230769230769,approaching,3,1,0,0,3>5>13>9>11,2,2,1,0
2831,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/5,0.4,8/5,1.6,leaving,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,10,20/13,1.53846153846154,6/13,0.461538461538462,approaching,13,1,6/13,0.461538461538462,13>3>9>11>5,3,2,0,1
2833,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/5,1.2,4/5,0.8,approaching,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,13,1,2/13,0.153846153846154,13>9>5>11>3,4,1,0,1
2835,0,0,0,0,0,on,0,0,0,0,0,on,0,0,0,0,0,on,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,1,2/13,0.153846153846154,24/13,1.84615384615385,leaving,3+5+9,3,0,0,3+5+9>11>13,1,1,3,0
