anchor,event_index,gate,old_candidate,old_delta,new_candidate,new_delta,candidate_shift,lower_child_after_gate,lower_delta_after_gate,upper_child_after_gate,gates_crossed_this_event,silent_gates_before_event,processed_nonbase_gate_count,cohort
100000000,1,17,100000001,1,100000003,3,2,99999997,3,100000003,5,4,5,scale
100000000,2,643,100000003,3,100000007,7,4,99999997,3,100000007,110,109,115,scale
1000000000,1,23,1000000003,3,1000000007,7,4,999999997,3,1000000007,7,6,7,scale
10000000000,1,101,10000000001,1,10000000009,9,8,9999999983,17,10000000009,24,23,24,scale
10000000000,2,33889,10000000009,9,10000000019,19,10,9999999967,33,10000000019,3603,3602,3627,scale
100000000000,1,11,100000000001,1,100000000003,3,2,99999999997,3,100000000003,3,2,3,scale
400000000000,1,59,400000000003,3,400000000009,9,6,399999999991,9,400000000009,15,14,15,scale
400000000000,2,379,400000000009,9,400000000013,13,4,399999999991,9,400000000013,58,57,73,scale
400000000000,3,36943,400000000013,13,400000000019,19,6,399999999991,9,400000000019,3844,3843,3917,scale
700000000000,1,41149,700000000001,1,700000000009,9,8,699999999989,11,700000000009,4304,4303,4304,scale
900000000000,1,634939,900000000001,1,900000000013,13,12,899999999981,19,900000000013,51713,51712,51713,scale
4000001229,1,23,4000001231,2,4000001233,4,2,4000001227,2,4000001233,7,6,7,sample
4000001229,2,29,4000001233,4,4000001237,8,4,4000001227,2,4000001237,1,0,8,sample
4000001229,3,67,4000001237,8,4000001249,20,12,4000001227,2,4000001249,9,8,17,sample
4000002564,1,5,4000002565,1,4000002569,5,4,4000002563,1,4000002569,2,1,2,sample
4000002564,2,19,4000002569,5,4000002571,7,2,4000002563,1,4000002571,4,3,6,sample
4000002564,3,31,4000002571,7,4000002577,13,6,4000002563,1,4000002577,3,2,9,sample
4000002564,4,67,4000002577,13,4000002581,17,4,4000002563,1,4000002581,8,7,17,sample
4000002564,5,4157,4000002581,17,4000002619,55,38,4000002553,11,4000002619,553,552,570,sample
4000002702,1,23,4000002703,1,4000002707,5,4,4000002701,1,4000002707,7,6,7,sample
4000002702,2,239,4000002707,5,4000002731,29,24,4000002701,1,4000002731,43,42,50,sample
4000002702,3,33181,4000002731,29,4000002737,35,6,4000002689,13,4000002737,3504,3503,3554,sample
4000002702,4,58991,4000002737,35,4000002751,49,14,4000002689,13,4000002751,2406,2405,5960,sample
4000003010,1,3,4000003011,1,4000003013,3,2,4000003009,1,4000003013,1,0,1,sample
4000003388,1,3,4000003389,1,4000003391,3,2,4000003387,1,4000003391,1,0,1,sample
4000003388,2,73,4000003391,3,4000003409,21,18,4000003387,1,4000003409,18,17,19,sample
4000003653,1,5,4000003655,2,4000003657,4,2,4000003649,4,4000003657,2,1,2,sample
4000003653,2,13,4000003657,4,4000003661,8,4,4000003649,4,4000003661,2,1,4,sample
4000003653,3,17,4000003661,8,4000003663,10,2,4000003649,4,4000003663,1,0,5,sample
4000003653,4,43,4000003663,10,4000003673,20,10,4000003649,4,4000003673,7,6,12,sample
4000003653,5,5281,4000003673,20,4000003699,46,26,4000003643,10,4000003699,687,686,699,sample
4000004655,1,11,4000004657,2,4000004663,8,6,4000004653,2,4000004663,3,2,3,sample
4000004878,1,13,4000004879,1,4000004881,3,2,4000004873,5,4000004881,4,3,4,sample
4000005341,1,19,4000005343,2,4000005349,8,6,4000005341,0,4000005349,6,5,6,sample
4000005341,2,9791,4000005349,8,4000005353,12,4,4000005329,12,4000005353,1200,1199,1206,sample
4000005341,3,18143,4000005353,12,4000005377,36,24,4000005329,12,4000005377,872,871,2078,sample
4000005730,1,37,4000005731,1,4000005743,13,12,4000005727,3,4000005743,10,9,10,sample
4000005730,2,2477,4000005743,13,4000005767,37,24,4000005719,11,4000005767,355,354,365,sample
4000006566,1,23,4000006567,1,4000006573,7,6,4000006561,5,4000006573,7,6,7,sample
4000006566,2,107,4000006573,7,4000006579,13,6,4000006561,5,4000006579,19,18,26,sample
4000006566,3,15973,4000006579,13,4000006583,17,4,4000006541,25,4000006583,1833,1832,1859,sample
4000007262,1,3,4000007265,3,4000007267,5,2,4000007261,1,4000007267,1,0,1,sample
4000007262,2,67,4000007267,5,4000007269,7,2,4000007261,1,4000007269,16,15,17,sample
4000007262,3,6883,4000007269,7,4000007279,17,10,4000007233,29,4000007279,867,866,884,sample
4000007262,4,55541,4000007279,17,4000007293,31,14,4000007233,29,4000007293,4750,4749,5634,sample
4000007534,1,3,4000007535,1,4000007537,3,2,4000007533,1,4000007537,1,0,1,sample
4000007534,2,17,4000007537,3,4000007549,15,12,4000007533,1,4000007549,4,3,5,sample
4000007534,3,509,4000007549,15,4000007551,17,2,4000007513,21,4000007551,90,89,95,sample
4000008170,1,3,4000008171,1,4000008175,5,4,4000008169,1,4000008175,1,0,1,sample
4000008170,2,5,4000008175,5,4000008179,9,4,4000008169,1,4000008179,1,0,2,sample
4000008170,3,47,4000008179,9,4000008191,21,12,4000008169,1,4000008191,11,10,13,sample
4000008170,4,59,4000008191,21,4000008197,27,6,4000008169,1,4000008197,2,1,15,sample
4000008178,1,47,4000008179,1,4000008191,13,12,4000008169,9,4000008191,13,12,13,sample
4000008178,2,59,4000008191,13,4000008197,19,6,4000008169,9,4000008197,2,1,15,sample
4000008668,1,3,4000008669,1,4000008671,3,2,4000008667,1,4000008671,1,0,1,sample
4000008970,1,1997,4000008973,3,4000008979,9,6,4000008967,3,4000008979,300,299,300,sample
4000009339,1,3,4000009341,2,4000009343,4,2,4000009339,0,4000009343,1,0,1,sample
4000009339,2,11,4000009343,4,4000009351,12,8,4000009339,0,4000009351,2,1,3,sample
4000009339,3,13,4000009351,12,4000009357,18,6,4000009339,0,4000009357,1,0,4,sample
4000009339,4,37,4000009357,18,4000009361,22,4,4000009337,2,4000009361,6,5,10,sample
4000009339,5,6379,4000009361,22,4000009367,28,6,4000009331,8,4000009367,820,819,830,sample
4000009355,1,37,4000009357,2,4000009361,6,4,4000009337,18,4000009361,10,9,10,sample
4000009355,2,6379,4000009361,6,4000009367,12,6,4000009331,24,4000009367,820,819,830,sample
4000009735,1,3,4000009737,2,4000009739,4,2,4000009735,0,4000009739,1,0,1,sample
4000009735,2,11,4000009739,4,4000009747,12,8,4000009733,2,4000009747,2,1,3,sample
4000009735,3,17,4000009747,12,4000009751,16,4,4000009733,2,4000009751,2,1,5,sample
4000009735,4,19,4000009751,16,4000009753,18,2,4000009733,2,4000009753,1,0,6,sample
4000009735,5,31223,4000009753,18,4000009771,36,18,4000009723,12,4000009771,3356,3355,3362,sample
4000009735,6,46441,4000009771,36,4000009837,102,66,4000009723,12,4000009837,1435,1434,4797,sample
4000009825,1,3,4000009827,2,4000009829,4,2,4000009823,2,4000009829,1,0,1,sample
4000009825,2,1279,4000009829,4,4000009837,12,8,4000009807,18,4000009837,204,203,205,sample
4000009986,1,599,4000009987,1,4000010009,23,22,4000009973,13,4000010009,107,106,107,sample
4000010320,1,19,4000010321,1,4000010323,3,2,4000010317,3,4000010323,6,5,6,sample
4000010320,2,521,4000010323,3,4000010327,7,4,4000010317,3,4000010327,90,89,96,sample
4000011238,1,199,4000011241,3,4000011263,25,22,4000011229,9,4000011263,44,43,44,sample
4000011238,2,823,4000011263,25,4000011269,31,6,4000011229,9,4000011269,97,96,141,sample
4000011238,3,941,4000011269,31,4000011289,51,20,4000011229,9,4000011289,17,16,158,sample
4000011869,1,31,4000011871,2,4000011877,8,6,4000011863,6,4000011877,9,8,9,sample
4000011869,2,1721,4000011877,8,4000011881,12,4,4000011863,6,4000011881,257,256,266,sample
4000012997,1,751,4000012999,2,4000013009,12,10,4000012997,0,4000013009,131,130,131,sample
4000013446,1,647,4000013447,1,4000013461,15,14,4000013429,17,4000013461,116,115,116,sample
4000013734,1,5,4000013735,1,4000013737,3,2,4000013729,5,4000013737,2,1,2,sample
4000013734,2,59,4000013737,3,4000013747,13,10,4000013729,5,4000013747,13,12,15,sample
4000013854,1,5,4000013855,1,4000013861,7,6,4000013851,3,4000013861,2,1,2,sample
4000013854,2,17,4000013861,7,4000013863,9,2,4000013851,3,4000013863,3,2,5,sample
4000013854,3,1901,4000013863,9,4000013869,15,6,4000013851,3,4000013869,284,283,289,sample
4000013854,4,9293,4000013869,15,4000013879,25,10,4000013851,3,4000013879,860,859,1149,sample
4000014589,1,3,4000014591,2,4000014593,4,2,4000014589,0,4000014593,1,0,1,sample
4000014589,2,46757,4000014593,4,4000014607,18,14,4000014589,0,4000014607,4829,4828,4830,sample
4000014589,3,57283,4000014607,18,4000014647,58,40,4000014559,30,4000014647,978,977,5808,sample
4000015503,1,5,4000015505,2,4000015507,4,2,4000015501,2,4000015507,2,1,2,sample
4000015503,2,59,4000015507,4,4000015517,14,10,4000015483,20,4000015517,13,12,15,sample
4000015503,3,193,4000015517,14,4000015541,38,24,4000015483,20,4000015541,27,26,42,sample
4000015737,1,313,4000015739,2,4000015741,4,2,4000015729,8,4000015741,63,62,63,sample
4000015737,2,1321,4000015741,4,4000015751,14,10,4000015727,10,4000015751,151,150,214,sample
4000016515,1,179,4000016519,4,4000016533,18,14,4000016509,6,4000016533,39,38,39,sample
4000017362,1,3,4000017363,1,4000017365,3,2,4000017361,1,4000017365,1,0,1,sample
4000017362,2,5,4000017365,3,4000017367,5,2,4000017361,1,4000017367,1,0,2,sample
4000017362,3,1103,4000017367,5,4000017379,17,12,4000017361,1,4000017379,181,180,183,sample
4000017362,4,54767,4000017379,17,4000017401,39,22,4000017361,1,4000017401,5386,5385,5569,sample
4000017773,1,5,4000017775,2,4000017779,6,4,4000017773,0,4000017779,2,1,2,sample
4000017773,2,10513,4000017779,6,4000017803,30,24,4000017773,0,4000017803,1282,1281,1284,sample
4000018040,1,3,4000018041,1,4000018045,5,4,4000018039,1,4000018045,1,0,1,sample
4000018040,2,5,4000018045,5,4000018049,9,4,4000018039,1,4000018049,1,0,2,sample
4000018040,3,47,4000018049,9,4000018051,11,2,4000018039,1,4000018051,11,10,13,sample
4000018040,4,1009,4000018051,11,4000018063,23,12,4000018037,3,4000018063,154,153,167,sample
4000018686,1,3,4000018689,3,4000018691,5,2,4000018685,1,4000018691,1,0,1,sample
4000018686,2,29,4000018691,5,4000018697,11,6,4000018679,7,4000018697,7,6,8,sample
4000018686,3,61,4000018697,11,4000018699,13,2,4000018679,7,4000018699,8,7,16,sample
4000018686,4,103,4000018699,13,4000018709,23,10,4000018679,7,4000018709,9,8,25,sample
4000018686,5,401,4000018709,23,4000018717,31,8,4000018669,17,4000018717,52,51,77,sample
4000019833,1,11,4000019837,4,4000019839,6,2,4000019833,0,4000019839,3,2,3,sample
4000019947,1,3,4000019949,2,4000019951,4,2,4000019945,2,4000019951,1,0,1,sample
4000020317,1,8273,4000020319,2,4000020329,12,10,4000020317,0,4000020329,1036,1035,1036,sample
4000020317,2,13009,4000020329,12,4000020337,20,8,4000020317,0,4000020337,513,512,1549,sample
4000020317,3,33889,4000020337,20,4000020341,24,4,4000020317,0,4000020341,2078,2077,3627,sample
4000020367,1,3,4000020369,2,4000020371,4,2,4000020365,2,4000020371,1,0,1,sample
4000020367,2,491,4000020371,4,4000020377,10,6,4000020359,8,4000020377,91,90,92,sample
4000020737,1,11,4000020739,2,4000020743,6,4,4000020737,0,4000020743,3,2,3,sample
4000020737,2,83,4000020743,6,4000020749,12,6,4000020727,10,4000020749,18,17,21,sample
4000020933,1,5,4000020935,2,4000020937,4,2,4000020931,2,4000020937,2,1,2,sample
4000020933,2,11,4000020937,4,4000020943,10,6,4000020931,2,4000020943,1,0,3,sample
4000021068,1,11,4000021069,1,4000021073,5,4,4000021063,5,4000021073,3,2,3,sample
4000021068,2,89,4000021073,5,4000021079,11,6,4000021063,5,4000021079,19,18,22,sample
4000021898,1,3,4000021899,1,4000021901,3,2,4000021897,1,4000021901,1,0,1,sample
4000021898,2,8093,4000021901,3,4000021913,15,12,4000021897,1,4000021913,1015,1014,1016,sample
4000021958,1,3,4000021959,1,4000021961,3,2,4000021957,1,4000021961,1,0,1,sample
4000021958,2,13,4000021961,3,4000021967,9,6,4000021957,1,4000021967,3,2,4,sample
4000021958,3,263,4000021967,9,4000021969,11,2,4000021957,1,4000021969,50,49,54,sample
4000021958,4,349,4000021969,11,4000021973,15,4,4000021957,1,4000021973,14,13,68,sample
4000021958,5,5749,4000021973,15,4000022003,45,30,4000021943,15,4000022003,687,686,755,sample
4000021958,6,7177,4000022003,45,4000022009,51,6,4000021943,15,4000022009,160,159,915,sample
4000023061,1,3,4000023063,2,4000023065,4,2,4000023061,0,4000023065,1,0,1,sample
4000023061,2,5,4000023065,4,4000023067,6,2,4000023061,0,4000023067,1,0,2,sample
4000023061,3,83,4000023067,6,4000023073,12,6,4000023061,0,4000023073,19,18,21,sample
4000023061,4,233,4000023073,12,4000023077,16,4,4000023061,0,4000023077,28,27,49,sample
4000023647,1,59,4000023649,2,4000023661,14,12,4000023647,0,4000023661,15,14,15,sample
4000023647,2,137,4000023661,14,4000023667,20,6,4000023647,0,4000023667,16,15,31,sample
4000023647,3,1321,4000023667,20,4000023683,36,16,4000023641,6,4000023683,183,182,214,sample
4000023647,4,4751,4000023683,36,4000023691,44,8,4000023641,6,4000023691,424,423,638,sample
4000023647,5,6763,4000023691,44,4000023719,72,28,4000023641,6,4000023719,231,230,869,sample
4000023960,1,31,4000023961,1,4000023967,7,6,4000023953,7,4000023967,9,8,9,sample
4000023960,2,641,4000023967,7,4000023983,23,16,4000023953,7,4000023983,105,104,114,sample
4000023960,3,653,4000023983,23,4000023991,31,8,4000023953,7,4000023991,3,2,117,sample
4000023970,1,47,4000023971,1,4000023977,7,6,4000023967,3,4000023977,13,12,13,sample
4000023970,2,73,4000023977,7,4000023983,13,6,4000023967,3,4000023983,6,5,19,sample
4000023970,3,653,4000023983,13,4000023991,21,8,4000023953,17,4000023991,98,97,117,sample
4000023982,1,653,4000023983,1,4000023991,9,8,4000023953,29,4000023991,117,116,117,sample
4000024028,1,3,4000024029,1,4000024031,3,2,4000024027,1,4000024031,1,0,1,sample
4000024052,1,3,4000024053,1,4000024055,3,2,4000024051,1,4000024055,1,0,1,sample
4000024052,2,5,4000024055,3,4000024057,5,2,4000024051,1,4000024057,1,0,2,sample
4000024052,3,71,4000024057,5,4000024069,17,12,4000024051,1,4000024069,16,15,18,sample
4000024416,1,61169,4000024417,1,4000024439,23,22,4000024409,7,4000024439,6158,6157,6158,sample
4000024874,1,17,4000024877,3,4000024879,5,2,4000024871,3,4000024879,5,4,5,sample
4000024874,2,103,4000024879,5,4000024883,9,4,4000024871,3,4000024883,20,19,25,sample
4000025017,1,3,4000025019,2,4000025021,4,2,4000025017,0,4000025021,1,0,1,sample
4000025017,2,43133,4000025021,4,4000025033,16,12,4000024969,48,4000025033,4503,4502,4504,sample
4000025287,1,3,4000025289,2,4000025291,4,2,4000025287,0,4000025291,1,0,1,sample
4000025287,2,73,4000025291,4,4000025297,10,6,4000025279,8,4000025297,18,17,19,sample
4000025287,3,9949,4000025297,10,4000025299,12,2,4000025279,8,4000025299,1206,1205,1225,sample
4000025758,1,31,4000025759,1,4000025773,15,14,4000025753,5,4000025773,9,8,9,sample
4000025758,2,59,4000025773,15,4000025779,21,6,4000025753,5,4000025779,6,5,15,sample
4000025758,3,1283,4000025779,21,4000025789,31,10,4000025753,5,4000025789,191,190,206,sample
4000025763,1,5,4000025765,2,4000025767,4,2,4000025761,2,4000025767,2,1,2,sample
4000025763,2,29,4000025767,4,4000025773,10,6,4000025759,4,4000025773,6,5,8,sample
4000025763,3,59,4000025773,10,4000025779,16,6,4000025753,10,4000025779,7,6,15,sample
4000025763,4,1283,4000025779,16,4000025789,26,10,4000025753,10,4000025789,191,190,206,sample
4000025972,1,3,4000025973,1,4000025975,3,2,4000025971,1,4000025975,1,0,1,sample
4000025972,2,5,4000025975,3,4000025977,5,2,4000025971,1,4000025977,1,0,2,sample
4000025972,3,19,4000025977,5,4000025983,11,6,4000025971,1,4000025983,4,3,6,sample
4000027409,1,317,4000027411,2,4000027417,8,6,4000027403,6,4000027417,64,63,64,sample
4000027409,2,607,4000027417,8,4000027429,20,12,4000027397,12,4000027429,45,44,109,sample
4000027481,1,193,4000027483,2,4000027489,8,6,4000027477,4,4000027489,42,41,42,sample
4000027481,2,223,4000027489,8,4000027511,30,22,4000027477,4,4000027511,4,3,46,sample
4000028040,1,239,4000028041,1,4000028051,11,10,4000028027,13,4000028051,50,49,50,sample
4000028040,2,6827,4000028051,11,4000028057,17,6,4000028027,13,4000028057,826,825,876,sample
4000028040,3,14519,4000028057,17,4000028077,37,20,4000028027,13,4000028077,822,821,1698,sample
4000028040,4,25373,4000028077,37,4000028083,43,6,4000028017,23,4000028083,1099,1098,2797,sample
4000028090,1,3,4000028091,1,4000028093,3,2,4000028089,1,4000028093,1,0,1,sample
4000028090,2,79,4000028093,3,4000028099,9,6,4000028089,1,4000028099,19,18,20,sample
4000028382,1,13,4000028383,1,4000028387,5,4,4000028381,1,4000028387,4,3,4,sample
4000028382,2,191,4000028387,5,4000028393,11,6,4000028359,23,4000028393,37,36,41,sample
4000028382,3,3769,4000028393,11,4000028399,17,6,4000028359,23,4000028399,482,481,523,sample
4000028382,4,7027,4000028399,17,4000028407,25,8,4000028359,23,4000028407,379,378,902,sample
4000028573,1,5,4000028575,2,4000028579,6,4,4000028573,0,4000028579,2,1,2,sample
4000028573,2,61,4000028579,6,4000028581,8,2,4000028573,0,4000028581,14,13,16,sample
4000030013,1,5,4000030015,2,4000030019,6,4,4000030009,4,4000030019,2,1,2,sample
4000030819,1,3,4000030821,2,4000030823,4,2,4000030819,0,4000030823,1,0,1,sample
4000031377,1,3,4000031379,2,4000031381,4,2,4000031377,0,4000031381,1,0,1,sample
4000031377,2,41,4000031381,4,4000031383,6,2,4000031377,0,4000031383,10,9,11,sample
4000031501,1,13,4000031503,2,4000031507,6,4,4000031501,0,4000031507,4,3,4,sample
4000031501,2,17,4000031507,6,4000031509,8,2,4000031501,0,4000031509,1,0,5,sample
4000031501,3,29,4000031509,8,4000031513,12,4,4000031501,0,4000031513,3,2,8,sample
4000031501,4,1667,4000031513,12,4000031537,36,24,4000031467,34,4000031537,252,251,260,sample
4000031501,5,9241,4000031537,36,4000031543,42,6,4000031467,34,4000031543,884,883,1144,sample
4000031511,1,1667,4000031513,2,4000031537,26,24,4000031467,44,4000031537,260,259,260,sample
4000031511,2,9241,4000031537,26,4000031543,32,6,4000031467,44,4000031543,884,883,1144,sample
4000031793,1,5,4000031795,2,4000031797,4,2,4000031789,4,4000031797,2,1,2,sample
4000031793,2,14009,4000031797,4,4000031801,8,4,4000031771,22,4000031801,1649,1648,1651,sample
4000031793,3,32467,4000031801,8,4000031803,10,2,4000031771,22,4000031803,1831,1830,3482,sample
4000032127,1,3,4000032129,2,4000032131,4,2,4000032125,2,4000032131,1,0,1,sample
4000032127,2,547,4000032131,4,4000032137,10,6,4000032121,6,4000032137,98,97,99,sample
4000032724,1,5,4000032725,1,4000032727,3,2,4000032721,3,4000032727,2,1,2,sample
4000032724,2,29,4000032727,3,4000032733,9,6,4000032721,3,4000032733,6,5,8,sample
4000032724,3,151,4000032733,9,4000032739,15,6,4000032721,3,4000032739,26,25,34,sample
4000032724,4,5693,4000032739,15,4000032761,37,22,4000032709,15,4000032761,714,713,748,sample
4000033092,1,3,4000033095,3,4000033097,5,2,4000033091,1,4000033097,1,0,1,sample
4000033182,1,47,4000033183,1,4000033187,5,4,4000033181,1,4000033187,13,12,13,sample
4000033486,1,607,4000033487,1,4000033489,3,2,4000033483,3,4000033489,109,108,109,sample
4000033486,2,32059,4000033489,3,4000033493,7,4,4000033451,35,4000033493,3328,3327,3437,sample
4000033752,1,23,4000033753,1,4000033757,5,4,4000033747,5,4000033757,7,6,7,sample
4000033752,2,31,4000033757,5,4000033759,7,2,4000033747,5,4000033759,2,1,9,sample
4000033752,3,41,4000033759,7,4000033769,17,10,4000033747,5,4000033769,2,1,11,sample
4000033752,4,28843,4000033769,17,4000033787,35,18,4000033721,31,4000033787,3128,3127,3139,sample
4000033871,1,11,4000033873,2,4000033879,8,6,4000033871,0,4000033879,3,2,3,sample
4000033871,2,62723,4000033879,8,4000033901,30,22,4000033831,40,4000033901,6290,6289,6293,sample
4000034084,1,3,4000034085,1,4000034089,5,4,4000034083,1,4000034089,1,0,1,sample
4000034084,2,307,4000034089,5,4000034099,15,10,4000034083,1,4000034099,60,59,61,sample
4000034227,1,3,4000034229,2,4000034231,4,2,4000034225,2,4000034231,1,0,1,sample
4000034227,2,601,4000034231,4,4000034237,10,6,4000034219,8,4000034237,107,106,108,sample
4000034227,3,51169,4000034237,10,4000034239,12,2,4000034219,8,4000034239,5126,5125,5234,sample
4000036010,1,3,4000036011,1,4000036013,3,2,4000036009,1,4000036013,1,0,1,sample
4000036099,1,3,4000036101,2,4000036105,6,4,4000036099,0,4000036105,1,0,1,sample
4000036099,2,5,4000036105,6,4000036109,10,4,4000036099,0,4000036109,1,0,2,sample
4000036099,3,157,4000036109,10,4000036121,22,12,4000036093,6,4000036121,33,32,35,sample
4000036099,4,233,4000036121,22,4000036129,30,8,4000036093,6,4000036129,14,13,49,sample
4000036453,1,3,4000036455,2,4000036457,4,2,4000036451,2,4000036457,1,0,1,sample
4000036513,1,3,4000036515,2,4000036517,4,2,4000036513,0,4000036517,1,0,1,sample
4000036513,2,359,4000036517,4,4000036519,6,2,4000036507,6,4000036519,69,68,70,sample
4000036641,1,919,4000036643,2,4000036657,16,14,4000036639,2,4000036657,155,154,155,sample
4000036641,2,3511,4000036657,16,4000036669,28,12,4000036639,2,4000036669,333,332,488,sample
4000036958,1,3,4000036959,1,4000036961,3,2,4000036955,3,4000036961,1,0,1,sample
4000036958,2,29,4000036961,3,4000036967,9,6,4000036951,7,4000036967,7,6,8,sample
4000036958,3,281,4000036967,9,4000036969,11,2,4000036951,7,4000036969,50,49,58,sample
4000037148,1,19,4000037149,1,4000037159,11,10,4000037147,1,4000037159,6,5,6,sample
4000037148,2,307,4000037159,11,4000037161,13,2,4000037141,7,4000037161,55,54,61,sample
4000037148,3,4457,4000037161,13,4000037183,35,22,4000037141,7,4000037183,543,542,604,sample
4000037148,4,41077,4000037183,35,4000037189,41,6,4000037141,7,4000037189,3693,3692,4297,sample
4000038047,1,3,4000038051,4,4000038053,6,2,4000038047,0,4000038053,1,0,1,sample
4000038047,2,11,4000038053,6,4000038059,12,6,4000038047,0,4000038059,2,1,3,sample
4000038076,1,239,4000038079,3,4000038083,7,4,4000038067,9,4000038083,50,49,50,sample
4000038076,2,11299,4000038083,7,4000038109,33,26,4000038059,17,4000038109,1314,1313,1364,sample
4000039025,1,31,4000039027,2,4000039031,6,4,4000039019,6,4000039031,9,8,9,sample
4000039025,2,37,4000039031,6,4000039033,8,2,4000039019,6,4000039033,1,0,10,sample
4000039025,3,16267,4000039033,8,4000039079,54,46,4000038961,64,4000039079,1878,1877,1888,sample
4000039274,1,3,4000039275,1,4000039277,3,2,4000039273,1,4000039277,1,0,1,sample
4000039274,2,13,4000039277,3,4000039279,5,2,4000039273,1,4000039279,3,2,4,sample
4000039274,3,137,4000039279,5,4000039283,9,4,4000039271,3,4000039283,27,26,31,sample
4000039274,4,56747,4000039283,9,4000039297,23,14,4000039261,13,4000039297,5721,5720,5752,sample
4000039303,1,3,4000039305,2,4000039307,4,2,4000039303,0,4000039307,1,0,1,sample
4000039303,2,11,4000039307,4,4000039313,10,6,4000039303,0,4000039313,2,1,3,sample
4000039410,1,23,4000039411,1,4000039423,13,12,4000039409,1,4000039423,7,6,7,sample
4000040004,1,5,4000040005,1,4000040011,7,6,4000040003,1,4000040011,2,1,2,sample
4000040004,2,11,4000040011,7,4000040017,13,6,4000040003,1,4000040017,1,0,3,sample
4000040004,3,8849,4000040017,13,4000040027,23,10,4000039997,7,4000040027,1098,1097,1101,sample
4000040214,1,5,4000040215,1,4000040221,7,6,4000040213,1,4000040221,2,1,2,sample
4000040214,2,53,4000040221,7,4000040243,29,22,4000040207,7,4000040243,12,11,14,sample
4000040253,1,5,4000040255,2,4000040257,4,2,4000040251,2,4000040257,2,1,2,sample
4000040253,2,41413,4000040257,4,4000040273,20,16,4000040243,10,4000040273,4330,4329,4332,sample
4000040377,1,3,4000040379,2,4000040381,4,2,4000040377,0,4000040381,1,0,1,sample
4000040377,2,17,4000040381,4,4000040383,6,2,4000040377,0,4000040383,4,3,5,sample
4000040377,3,29,4000040383,6,4000040389,12,6,4000040371,6,4000040389,3,2,8,sample
4000041261,1,15749,4000041263,2,4000041271,10,8,4000041257,4,4000041271,1835,1834,1835,sample
4000041261,2,45557,4000041271,10,4000041289,28,18,4000041257,4,4000041289,2886,2885,4721,sample
4000043089,1,3,4000043091,2,4000043093,4,2,4000043087,2,4000043093,1,0,1,sample
4000043101,1,5,4000043105,4,4000043107,6,2,4000043101,0,4000043107,2,1,2,sample
4000043101,2,41,4000043107,6,4000043111,10,4,4000043093,8,4000043111,9,8,11,sample
4000043101,3,233,4000043111,10,4000043129,28,18,4000043093,8,4000043129,38,37,49,sample
4000044220,1,71,4000044221,1,4000044227,7,6,4000044203,17,4000044227,18,17,18,sample
4000045165,1,3,4000045167,2,4000045169,4,2,4000045165,0,4000045169,1,0,1,sample
4000045165,2,587,4000045169,4,4000045177,12,8,4000045151,14,4000045177,104,103,105,sample
4000045810,1,1213,4000045811,1,4000045817,7,6,4000045807,3,4000045817,196,195,196,sample
4000045910,1,3,4000045911,1,4000045913,3,2,4000045909,1,4000045913,1,0,1,sample
4000045910,2,37,4000045913,3,4000045919,9,6,4000045901,9,4000045919,9,8,10,sample
4000045910,3,431,4000045919,9,4000045937,27,18,4000045901,9,4000045937,71,70,81,sample
4000046515,1,3,4000046517,2,4000046521,6,4,4000046515,0,4000046521,1,0,1,sample
4000046515,2,97,4000046521,6,4000046537,22,16,4000046509,6,4000046537,22,21,23,sample
4000047965,1,23,4000047967,2,4000047971,6,4,4000047959,6,4000047971,7,6,7,sample
4000047965,2,6203,4000047971,6,4000047991,26,20,4000047949,16,4000047991,798,797,805,sample
4000048393,1,19,4000048397,4,4000048399,6,2,4000048391,2,4000048399,6,5,6,sample
4000048393,2,347,4000048399,6,4000048417,24,18,4000048379,14,4000048417,61,60,67,sample
4000048393,3,1367,4000048417,24,4000048421,28,4,4000048379,14,4000048421,150,149,217,sample
4000048738,1,19,4000048739,1,4000048747,9,8,4000048733,5,4000048747,6,5,6,sample
4000048738,2,211,4000048747,9,4000048751,13,4,4000048733,5,4000048751,39,38,45,sample
4000049975,1,3,4000049979,4,4000049981,6,2,4000049975,0,4000049981,1,0,1,sample
4000049975,2,9439,4000049981,6,4000050007,32,26,4000049957,18,4000050007,1167,1166,1168,sample
4000051112,1,3,4000051113,1,4000051115,3,2,4000051109,3,4000051115,1,0,1,sample
4000051112,2,5,4000051115,3,4000051117,5,2,4000051109,3,4000051117,1,0,2,sample
4000051112,3,31,4000051117,5,4000051123,11,6,4000051109,3,4000051123,7,6,9,sample
4000051112,4,11257,4000051123,11,4000051129,17,6,4000051109,3,4000051129,1350,1349,1359,sample
4000051112,5,54401,4000051129,17,4000051157,45,28,4000051067,45,4000051157,4172,4171,5531,sample
4000051112,6,54727,4000051157,45,4000051213,101,56,4000051067,45,4000051213,36,35,5567,sample
4000051442,1,3,4000051443,1,4000051445,3,2,4000051441,1,4000051445,1,0,1,sample
4000051442,2,5,4000051445,3,4000051451,9,6,4000051441,1,4000051451,1,0,2,sample
4000051442,3,11,4000051451,9,4000051453,11,2,4000051441,1,4000051453,1,0,3,sample
4000051442,4,83,4000051453,11,4000051459,17,6,4000051441,1,4000051459,18,17,21,sample
4000051442,5,163,4000051459,17,4000051469,27,10,4000051441,1,4000051469,15,14,36,sample
